TAX_ID,Lat,Lon,NonResAssets_CombinedCode,CODEAB_CombinedCode,Entity2,Entity_Category,ENTITY,Status
31150000800000020050000000,43.06194725,-76.15399708,46101,46101,Credit Union,Banks and Lending,CREDIT UNION,Occupied
31150010200000100020000000,43.04585394,-76.14930247,46101,46101,Credit Union,Banks and Lending,CREDIT UNION,Occupied
31150006800000010020000000,43.00050378,-76.14347665,46101,46101,Credit Union,Banks and Lending,CREDIT UNION,Occupied
31150004800000150030000000,43.04668248,-76.14040666,46101,46101,Credit Union,Banks and Lending,CREDIT UNION,Occupied
31150004900000090020000000,43.04218571,-76.13681863,46101,46101,Credit Union,Banks and Lending,CREDIT UNION,Occupied
31150004900000080150000000,43.04211555,-76.13649733,46101,46101,Credit Union,Banks and Lending,CREDIT UNION,Occupied
31150003100000080010010000,43.04990028,-76.12719525,46101,46101,Credit Union,Banks and Lending,CREDIT UNION,Occupied
31150004500000150290000000,43.03829963,-76.11889507,46101,46101,Credit Union,Banks and Lending,CREDIT UNION,Occupied
31150003300100010010070000,43.05628009,-76.10302031,46101,46101,Credit Union,Banks and Lending,CREDIT UNION,No Information
31150006300000010210010000,42.99650121,-76.1321561,61401,61401,Youth Home,Care Commercial,YOUTH HOME,Occupied
31150003800000160310000000,43.04537755,-76.09869432,61401,61401,Youth Home,Care Commercial,YOUTH HOME,Occupied
31150003800000160310000000,43.04489483,-76.09741166,61401,61401,Youth Home,Care Commercial,YOUTH HOME,Occupied
31150009100000020320010000,43.03392652,-76.18241743,61402,61402,Day Care,Care Commercial,DAY CARE,Occupied
31150008600000030120000000,43.03216989,-76.16153403,61402,61402,Day Care,Care Commercial,DAY CARE,Occupied
31150009600000140080000000,43.04079744,-76.15886219,61402,61402,Day Care,Care Commercial,DAY CARE,Occupied
31150000600000100010110000,43.07463961,-76.15026332,61402,61402,Day Care,Care Commercial,DAY CARE,Occupied
31150010200000130010000000,43.04564991,-76.1501882,61402,61402,Day Care,Care Commercial,DAY CARE,Occupied
31150007700000020410000000,43.0236604,-76.1466326,61402,61402,Day Care,Care Commercial,DAY CARE,Occupied
31150008500000060010000000,43.03375571,-76.1466172,61402,61402,Day Care,Care Commercial,DAY CARE,Occupied
31150004800000140010010000,43.04688989,-76.13882092,61402,61402,Day Care,Care Commercial,DAY CARE,Occupied
31150004900000010020000000,43.04305969,-76.13839177,61402,61402,Day Care,Care Commercial,DAY CARE,Occupied
31150001600000180070000000,43.05941592,-76.13786413,61402,61402,Day Care,Care Commercial,DAY CARE,Occupied
31150001400000110220000000,43.06359915,-76.12662489,61402,61402,Day Care,Care Commercial,DAY CARE,Occupied
31150001900000110020000000,43.06378646,-76.1242409,61402,61402,Day Care,Care Commercial,DAY CARE,Occupied
31150002900000100120000000,43.05446176,-76.12401121,61402,61402,Day Care,Care Commercial,DAY CARE,Occupied
31150005300000010010000000,43.03648474,-76.11833273,61402,61402,Day Care,Care Commercial,DAY CARE,Occupied
31150005700000020020020000,43.01671359,-76.11734401,61402,61402,Day Care,Care Commercial,DAY CARE,Occupied
31150005700000020020020000,43.01715204,-76.11665545,61402,61402,Day Care,Care Commercial,DAY CARE,Occupied
31150005500000100110000000,43.02754672,-76.11225335,61402,61402,Day Care,Care Commercial,DAY CARE,Occupied
31150002400000110010000000,43.06867306,-76.10149432,61402,61402,Day Care,Care Commercial,DAY CARE,Occupied
31150003800000160350000000,43.04319582,-76.09566049,61402,61402,Day Care,Care Commercial,DAY CARE,Occupied
31150000600000100010110000,43.07572635,-76.15099657,61403,61403,Adult Day Care,Care Commercial,ADULT DAY CARE,Occupied
31150001600000180300000000,43.05868882,-76.13970367,63301,63301,Adult Care Facilities,Care Commercial,ADULT CARE FACILITIES,Occupied
31150007100000060130000000,43.00626182,-76.13611039,63301,63301,Adult Care Facilities,Care Commercial,ADULT CARE FACILITIES,Occupied
31150007200000090170000000,43.00839775,-76.13719683,63302,63302,Adult Enriched Housing,Care Commercial,ADULT ENRICHED HOUSING,Occupied
31150004700000010060000000,43.04814305,-76.12852166,63302,63302,Adult Enriched Housing,Care Commercial,ADULT ENRICHED HOUSING,No Information
31150008500000110110010000,43.03269067,-76.14710445,63303,63303,Nursing Home,Care Commercial,NURSING HOME,Occupied
31150001800000020070000000,43.05698027,-76.13813466,63303,63303,Nursing Home,Care Commercial,NURSING HOME,Occupied
31150001800000020080000000,43.05727795,-76.13770453,63303,63303,Nursing Home,Care Commercial,NURSING HOME,Occupied
31150004900000020020000000,43.04379558,-76.1369831,63303,63303,Nursing Home,Care Commercial,NURSING HOME,Occupied
31150007200000090170000000,43.00790224,-76.13657763,63303,63303,Nursing Home,Care Commercial,NURSING HOME,Occupied
31150007100000060130000000,43.00572719,-76.13604394,63303,63303,Nursing Home,Care Commercial,NURSING HOME,Occupied
31150001900000080090030000,43.06069985,-76.13063467,63303,63303,Nursing Home,Care Commercial,NURSING HOME,Occupied
31150004000000040010010000,43.03828057,-76.07599323,63303,63303,Nursing Home,Care Commercial,NURSING HOME,Occupied
31150004000000040010010000,43.03860827,-76.0758748,63303,63303,Nursing Home,Care Commercial,NURSING HOME,Occupied
31150004000000040010010000,43.03886936,-76.07556301,63303,63303,Nursing Home,Care Commercial,NURSING HOME,Occupied
31150010200000100020000000,43.04580428,-76.14877306,66200,66200,Public Safety,Community Safety,PUBLIC SAFETY,Occupied
31150010200000080010000000,43.04789997,-76.14719509,66202,66202,Police Station,Community Safety,POLICE STATION,Occupied
31150010200000070050000000,43.04682087,-76.1470861,66202,66202,Police Station,Community Safety,POLICE STATION,Occupied
31150003200000030090000000,43.05254025,-76.11250423,66202,66202,Police Station,Community Safety,POLICE STATION,Occupied
31150010500000090160000000,43.04867324,-76.17039596,66203,66203,Fire House,Community Safety,FIRE HOUSE,Occupied
31150009200000130160000000,43.03342356,-76.16556294,66203,66203,Fire House,Community Safety,FIRE HOUSE,Occupied
31150000700000130060000000,43.06589171,-76.15840504,66203,66203,Fire House,Community Safety,FIRE HOUSE,Occupied
31150010100000190010010000,43.04455209,-76.15792231,66203,66203,Fire House,Community Safety,FIRE HOUSE,Occupied
31150010400000010030000000,43.05299426,-76.15671985,66203,66203,Fire House,Community Safety,FIRE HOUSE,Vacant
31150009500000090030000000,43.04240052,-76.14790512,66203,66203,Fire House,Community Safety,FIRE HOUSE,No Information
31150007100000190230000000,43.0021908,-76.14659934,66203,66203,Fire House,Community Safety,FIRE HOUSE,Occupied
31150007700000030110000000,43.02346446,-76.1446273,66203,66203,Fire House,Community Safety,FIRE HOUSE,Occupied
31150003000000230190000000,43.04864327,-76.1352552,66203,66203,Fire House,Community Safety,FIRE HOUSE,Occupied
31150001900000180010000000,43.06191303,-76.12431877,66203,66203,Fire House,Community Safety,FIRE HOUSE,Occupied
31150003700000220040000000,43.04530296,-76.11840095,66203,66203,Fire House,Community Safety,FIRE HOUSE,Occupied
31150002700000260040000000,43.05885213,-76.10378516,66203,66203,Fire House,Community Safety,FIRE HOUSE,Occupied
31150009600000140080000000,43.04084297,-76.15951212,66204,66204,Ems,Community Safety,EMS,Occupied
31150004900000100010000000,43.04081032,-76.13479253,66204,66204,Ems,Community Safety,EMS,Occupied
31150009700000170090000000,43.03979871,-76.17380172,66205,66205,Ems Staging Area,Community Safety,EMS STAGING AREA,Occupied
31150000200000020010000000,43.07069002,-76.16672835,66205,66205,Ems Staging Area,Community Safety,EMS STAGING AREA,Occupied
31150009500000090030000000,43.04231008,-76.14772358,66205,66205,Ems Staging Area,Community Safety,EMS STAGING AREA,No Information
31150007100000190230000000,43.00175705,-76.14667153,66205,66205,Ems Staging Area,Community Safety,EMS STAGING AREA,Occupied
31150004900000160130000000,43.04210198,-76.14024738,66205,66205,Ems Staging Area,Community Safety,EMS STAGING AREA,Occupied
31150003300100010150000000,43.05406378,-76.10379358,66205,66205,Ems Staging Area,Community Safety,EMS STAGING AREA,Occupied
31150010200000100020000000,43.04570453,-76.14877189,66211,66211,Public Safety Administrative,Community Safety,PUBLIC SAFETY ADMINISTRATIVE,Occupied
31150010200000100020000000,43.04574482,-76.14876572,66211,66211,Public Safety Administrative,Community Safety,PUBLIC SAFETY ADMINISTRATIVE,Occupied
31150005000000040070010000,43.0343948,-76.13474051,66211,66211,Public Safety Administrative,Community Safety,PUBLIC SAFETY ADMINISTRATIVE,No Information
31150010000000010020050000,43.0462232,-76.16823219,66222,66222,Community Police Center,Community Safety,COMMUNITY POLICE CENTER,Occupied
31150000200000030050000000,43.07087603,-76.16461588,66222,66222,Community Police Center,Community Safety,COMMUNITY POLICE CENTER,Occupied
31150010100000080060020000,43.04569814,-76.15101843,66222,66222,Community Police Center,Community Safety,COMMUNITY POLICE CENTER,Occupied
31150001700000060010000000,43.05920336,-76.14730299,66222,66222,Community Police Center,Community Safety,COMMUNITY POLICE CENTER,Occupied
31150007200000090200020000,43.0081893,-76.14128216,66222,66222,Community Police Center,Community Safety,COMMUNITY POLICE CENTER,Occupied
31150002900000160010000000,43.05475544,-76.13193383,66222,66222,Community Police Center,Community Safety,COMMUNITY POLICE CENTER,Occupied
31150003700000220310020000,43.04195661,-76.1192502,66222,66222,Community Police Center,Community Safety,COMMUNITY POLICE CENTER,No Information
31150002400000190020000000,43.06838432,-76.1119957,66222,66222,Community Police Center,Community Safety,COMMUNITY POLICE CENTER,Occupied
31150010801000010060000000,43.05417654,-76.18196137,66231,66231,"Fire Dept (Admin, Training Etc)",Community Safety,"FIRE DEPT (ADMIN, TRAINING ETC)",No Information
31150010801000020370010000,43.0545141,-76.18110114,66231,66231,"Fire Dept (Admin, Training Etc)",Community Safety,"FIRE DEPT (ADMIN, TRAINING ETC)",No Information
31150010801000020370010000,43.05480285,-76.18105743,66231,66231,"Fire Dept (Admin, Training Etc)",Community Safety,"FIRE DEPT (ADMIN, TRAINING ETC)",No Information
31150000700000130060000000,43.06586245,-76.15861704,66231,66231,"Fire Dept (Admin, Training Etc)",Community Safety,"FIRE DEPT (ADMIN, TRAINING ETC)",Occupied
31150010500000090160000000,43.04861522,-76.17015928,66232,66232,Sfd Virtual Sta,Community Safety,SFD VIRTUAL STA,Occupied
31150007700000030110000000,43.02339611,-76.14469011,66232,66232,Sfd Virtual Sta,Community Safety,SFD VIRTUAL STA,Occupied
31150001900000180010000000,43.06185582,-76.12430621,66232,66232,Sfd Virtual Sta,Community Safety,SFD VIRTUAL STA,Occupied
31150003700000220040000000,43.0452534,-76.11839613,66232,66232,Sfd Virtual Sta,Community Safety,SFD VIRTUAL STA,Occupied
31150011100000150010010000,43.05040596,-76.1926533,45301,45301,Drug Store,Convenience Commercial,DRUG STORE,Occupied
31150009100000010030010000,43.03386468,-76.18810025,45301,45301,Drug Store,Convenience Commercial,DRUG STORE,Occupied
31150009600000140100010000,43.03987589,-76.1593698,45301,45301,Drug Store,Convenience Commercial,DRUG STORE,Occupied
31150006900000050030010000,43.0017188,-76.15370945,45301,45301,Drug Store,Convenience Commercial,DRUG STORE,Occupied
31150010100000060120000000,43.04851194,-76.15195559,45301,45301,Drug Store,Convenience Commercial,DRUG STORE,Occupied
31150000800000140120010000,43.05986282,-76.14778156,45301,45301,Drug Store,Convenience Commercial,DRUG STORE,Occupied
31150007200000090200020000,43.00938637,-76.14192179,45301,45301,Drug Store,Convenience Commercial,DRUG STORE,Occupied
31150001100000110200010000,43.07228306,-76.14166882,45301,45301,Drug Store,Convenience Commercial,DRUG STORE,Occupied
31150004900000090010000000,43.04254779,-76.13679251,45301,45301,Drug Store,Convenience Commercial,DRUG STORE,Occupied
31150006300000010080030000,43.00121693,-76.13036981,45301,45301,Drug Store,Convenience Commercial,DRUG STORE,Occupied
31150004700000010200010000,43.04715126,-76.12939062,45301,45301,Drug Store,Convenience Commercial,DRUG STORE,Occupied
31150002200000140070000000,43.06868314,-76.11430896,45301,45301,Drug Store,Convenience Commercial,DRUG STORE,No Information
31150002400000140020000000,43.06871084,-76.10573013,45301,45301,Drug Store,Convenience Commercial,DRUG STORE,No Information
31150002400000120040000000,43.06885405,-76.10293322,45301,45301,Drug Store,Convenience Commercial,DRUG STORE,Occupied
31150011300000130140000000,43.05679447,-76.19810547,45901,45901,Convenience Store,Convenience Commercial,CONVENIENCE STORE,Occupied
31150011100000200230000000,43.04649538,-76.19032639,45901,45901,Convenience Store,Convenience Commercial,CONVENIENCE STORE,Occupied
31150011100000110010000000,43.05199283,-76.18465541,45901,45901,Convenience Store,Convenience Commercial,CONVENIENCE STORE,Occupied
31150008800000050050000000,43.03250941,-76.18093899,45901,45901,Convenience Store,Convenience Commercial,CONVENIENCE STORE,Occupied
31150011000000150210000000,43.04662717,-76.18043384,45901,45901,Convenience Store,Convenience Commercial,CONVENIENCE STORE,Occupied
31150009900000010610000000,43.0462594,-76.17745705,45901,45901,Convenience Store,Convenience Commercial,CONVENIENCE STORE,Occupied
31150010800200070080000000,43.05232556,-76.17653157,45901,45901,Convenience Store,Convenience Commercial,CONVENIENCE STORE,Occupied
31150009200000170270010000,43.03706848,-76.17332954,45901,45901,Convenience Store,Convenience Commercial,CONVENIENCE STORE,Occupied
31150009700000170040090000,43.04092624,-76.1726664,45901,45901,Convenience Store,Convenience Commercial,CONVENIENCE STORE,Occupied
31150009200000190090000000,43.03467268,-76.17254161,45901,45901,Convenience Store,Convenience Commercial,CONVENIENCE STORE,Occupied
31150009700000170030010000,43.04152085,-76.17233254,45901,45901,Convenience Store,Convenience Commercial,CONVENIENCE STORE,Occupied
31150010900000040310000000,43.05062682,-76.17086782,45901,45901,Convenience Store,Convenience Commercial,CONVENIENCE STORE,Occupied
31150010000000130330000000,43.04395515,-76.1707538,45901,45901,Convenience Store,Convenience Commercial,CONVENIENCE STORE,Occupied
31150008700000120050000000,43.03010973,-76.17067428,45901,45901,Convenience Store,Convenience Commercial,CONVENIENCE STORE,Occupied
31150009200000050290010000,43.03650851,-76.16931786,45901,45901,Convenience Store,Convenience Commercial,CONVENIENCE STORE,Occupied
31150009200000090270000000,43.03692896,-76.16797194,45901,45901,Convenience Store,Convenience Commercial,CONVENIENCE STORE,Vacant
31150009700000130060000000,43.03945418,-76.16749471,45901,45901,Convenience Store,Convenience Commercial,CONVENIENCE STORE,Occupied
31150010500000070160000000,43.05053249,-76.16601518,45901,45901,Convenience Store,Convenience Commercial,CONVENIENCE STORE,Occupied
31150010000000230280000000,43.04326185,-76.16427567,45901,45901,Convenience Store,Convenience Commercial,CONVENIENCE STORE,Occupied
31150009700000010510010000,43.04238353,-76.16412322,45901,45901,Convenience Store,Convenience Commercial,CONVENIENCE STORE,Occupied
31150000200000040060000000,43.07206272,-76.16374268,45901,45901,Convenience Store,Convenience Commercial,CONVENIENCE STORE,Occupied
31150009700000060200010000,43.04063081,-76.16359365,45901,45901,Convenience Store,Convenience Commercial,CONVENIENCE STORE,Occupied
31150000200000250020000000,43.06825128,-76.16206274,45901,45901,Convenience Store,Convenience Commercial,CONVENIENCE STORE,Occupied
31150007900000190240000000,43.01829075,-76.16177301,45901,45901,Convenience Store,Convenience Commercial,CONVENIENCE STORE,Occupied
31150010000000090150020000,43.04608981,-76.1616821,45901,45901,Convenience Store,Convenience Commercial,CONVENIENCE STORE,Occupied
31150007800000150310000000,43.01850512,-76.16085558,45901,45901,Convenience Store,Convenience Commercial,CONVENIENCE STORE,Occupied
31150008600000040010000000,43.0332962,-76.16073435,45901,45901,Convenience Store,Convenience Commercial,CONVENIENCE STORE,Occupied
31150000300000120220000000,43.07592019,-76.16040665,45901,45901,Convenience Store,Convenience Commercial,CONVENIENCE STORE,Occupied
31150008300000090110000000,43.02508245,-76.15951069,45901,45901,Convenience Store,Convenience Commercial,CONVENIENCE STORE,Occupied
31150007900000130050000000,43.02307216,-76.15945284,45901,45901,Convenience Store,Convenience Commercial,CONVENIENCE STORE,Occupied
31150009300000080200010000,43.03606,-76.15865637,45901,45901,Convenience Store,Convenience Commercial,CONVENIENCE STORE,Occupied
31150008600000120600000000,43.02823514,-76.15784744,45901,45901,Convenience Store,Convenience Commercial,CONVENIENCE STORE,Occupied
31150000700000190190000000,43.06596864,-76.15738861,45901,45901,Convenience Store,Convenience Commercial,CONVENIENCE STORE,Occupied
31150007300000240160000000,43.01036198,-76.15716546,45901,45901,Convenience Store,Convenience Commercial,CONVENIENCE STORE,Occupied
31150009600000110100000000,43.04123036,-76.15707187,45901,45901,Convenience Store,Convenience Commercial,CONVENIENCE STORE,Occupied
31150000700000070100000000,43.07073721,-76.15672598,45901,45901,Convenience Store,Convenience Commercial,CONVENIENCE STORE,Occupied
31150000700000350090000000,43.06389968,-76.15607257,45901,45901,Convenience Store,Convenience Commercial,CONVENIENCE STORE,Occupied
31150000800000010060000000,43.06270979,-76.1551217,45901,45901,Convenience Store,Convenience Commercial,CONVENIENCE STORE,Occupied
31150010100000140010010000,43.04782693,-76.15498203,45901,45901,Convenience Store,Convenience Commercial,CONVENIENCE STORE,No Information
31150000800000020070000000,43.06290153,-76.15478153,45901,45901,Convenience Store,Convenience Commercial,CONVENIENCE STORE,Occupied
31150008600000100120000000,43.03151116,-76.15418173,45901,45901,Convenience Store,Convenience Commercial,CONVENIENCE STORE,Occupied
31150000700000330190000000,43.06401913,-76.15317445,45901,45901,Convenience Store,Convenience Commercial,CONVENIENCE STORE,Occupied
31150008500000120400000000,43.02963744,-76.15285081,45901,45901,Convenience Store,Convenience Commercial,CONVENIENCE STORE,Occupied
31150000700000230140000000,43.07059925,-76.15255237,45901,45901,Convenience Store,Convenience Commercial,CONVENIENCE STORE,Occupied
31150001700000020050000000,43.05688018,-76.15229138,45901,45901,Convenience Store,Convenience Commercial,CONVENIENCE STORE,Occupied
31150008500000030270000000,43.03329549,-76.15219647,45901,45901,Convenience Store,Convenience Commercial,CONVENIENCE STORE,Occupied
31150000700000300320000000,43.06546623,-76.15208749,45901,45901,Convenience Store,Convenience Commercial,CONVENIENCE STORE,Occupied
31150000700000300300000000,43.06562708,-76.15197994,45901,45901,Convenience Store,Convenience Commercial,CONVENIENCE STORE,Occupied
31150000800000110040000000,43.06089042,-76.15196816,45901,45901,Convenience Store,Convenience Commercial,CONVENIENCE STORE,Occupied
31150007800000040170000000,43.02435797,-76.15109292,45901,45901,Convenience Store,Convenience Commercial,CONVENIENCE STORE,No Information
31150000800000040140000000,43.06158408,-76.15094507,45901,45901,Convenience Store,Convenience Commercial,CONVENIENCE STORE,Occupied
31150007300000150050000000,43.01024933,-76.15079036,45901,45901,Convenience Store,Convenience Commercial,CONVENIENCE STORE,Occupied
31150000900000150250000000,43.06493896,-76.14881265,45901,45901,Convenience Store,Convenience Commercial,CONVENIENCE STORE,Occupied
31150000900000290360000000,43.0609428,-76.14870014,45901,45901,Convenience Store,Convenience Commercial,CONVENIENCE STORE,Occupied
31150000900000160300000000,43.06453491,-76.1485145,45901,45901,Convenience Store,Convenience Commercial,CONVENIENCE STORE,Occupied
31150007600000150370000000,43.01407521,-76.14786462,45901,45901,Convenience Store,Convenience Commercial,CONVENIENCE STORE,Occupied
31150008500000050100000000,43.03519048,-76.14738484,45901,45901,Convenience Store,Convenience Commercial,CONVENIENCE STORE,Occupied
31150008500000050100000000,43.03519048,-76.14738484,45901,45901,Convenience Store,Convenience Commercial,CONVENIENCE STORE,Occupied
31150001700000210040000000,43.05420018,-76.1466917,45901,45901,Convenience Store,Convenience Commercial,CONVENIENCE STORE,Occupied
31150007700000210190000000,43.02045011,-76.14647514,45901,45901,Convenience Store,Convenience Commercial,CONVENIENCE STORE,Occupied
31150008400000230220000000,43.02631574,-76.14582599,45901,45901,Convenience Store,Convenience Commercial,CONVENIENCE STORE,Occupied
31150009400000080030000000,43.03844932,-76.14569537,45901,45901,Convenience Store,Convenience Commercial,CONVENIENCE STORE,Occupied
31150001600000020080000000,43.06053553,-76.14558625,45901,45901,Convenience Store,Convenience Commercial,CONVENIENCE STORE,Occupied
31150009400000160160000000,43.03752459,-76.1454175,45901,45901,Convenience Store,Convenience Commercial,CONVENIENCE STORE,Occupied
31150008500000100080000000,43.03375657,-76.14538459,45901,45901,Convenience Store,Convenience Commercial,CONVENIENCE STORE,Occupied
31150001600000050020010000,43.05882434,-76.14526966,45901,45901,Convenience Store,Convenience Commercial,CONVENIENCE STORE,No Information
31150000900000250350000000,43.06194037,-76.14507139,45901,45901,Convenience Store,Convenience Commercial,CONVENIENCE STORE,Occupied
31150000400000230150000000,43.07954912,-76.14454271,45901,45901,Convenience Store,Convenience Commercial,CONVENIENCE STORE,Occupied
31150001600000030050000000,43.06217544,-76.14436801,45901,45901,Convenience Store,Convenience Commercial,CONVENIENCE STORE,Occupied
31150007700000090220010000,43.02363851,-76.14407808,45901,45901,Convenience Store,Convenience Commercial,CONVENIENCE STORE,Occupied
31150001600000210150000000,43.0559742,-76.14373447,45901,45901,Convenience Store,Convenience Commercial,CONVENIENCE STORE,Occupied
31150000900000210190000000,43.0665582,-76.14364508,45901,45901,Convenience Store,Convenience Commercial,CONVENIENCE STORE,Occupied
31150001000000270090020000,43.06759947,-76.14348781,45901,45901,Convenience Store,Convenience Commercial,CONVENIENCE STORE,Occupied
31150007700000130180000000,43.0218582,-76.14341564,45901,45901,Convenience Store,Convenience Commercial,CONVENIENCE STORE,Occupied
31150008400000160120000000,43.0260224,-76.14326135,45901,45901,Convenience Store,Convenience Commercial,CONVENIENCE STORE,No Information
31150007200000140040000000,43.01041206,-76.14309407,45901,45901,Convenience Store,Convenience Commercial,CONVENIENCE STORE,Occupied
31150001000000030080000000,43.0724994,-76.14290085,45901,45901,Convenience Store,Convenience Commercial,CONVENIENCE STORE,Occupied
31150007100000180200000000,43.00224748,-76.14268597,45901,45901,Convenience Store,Convenience Commercial,CONVENIENCE STORE,Occupied
31150010300000050090000000,43.05343002,-76.14221273,45901,45901,Convenience Store,Convenience Commercial,CONVENIENCE STORE,Occupied
31150007600000080230000000,43.01654982,-76.14161674,45901,45901,Convenience Store,Convenience Commercial,CONVENIENCE STORE,Occupied
31150001600000200040000000,43.05610455,-76.14131372,45901,45901,Convenience Store,Convenience Commercial,CONVENIENCE STORE,Occupied
31150001100000060160000000,43.07253378,-76.13990254,45901,45901,Convenience Store,Convenience Commercial,CONVENIENCE STORE,Vacant
31150005900000010480000000,43.01902881,-76.13850789,45901,45901,Convenience Store,Convenience Commercial,CONVENIENCE STORE,Occupied
31150003000000020020000000,43.05312869,-76.13655168,45901,45901,Convenience Store,Convenience Commercial,CONVENIENCE STORE,Vacant
31150004900000080170000000,43.04253581,-76.13649156,45901,45901,Convenience Store,Convenience Commercial,CONVENIENCE STORE,Occupied
31150001900000010100000000,43.06335456,-76.13590846,45901,45901,Convenience Store,Convenience Commercial,CONVENIENCE STORE,Occupied
31150004900000080060000000,43.04170504,-76.13530063,45901,45901,Convenience Store,Convenience Commercial,CONVENIENCE STORE,Occupied
31150002900000160430000000,43.05275601,-76.13291897,45901,45901,Convenience Store,Convenience Commercial,CONVENIENCE STORE,Occupied
31150002900000160070010000,43.05518068,-76.13054316,45901,45901,Convenience Store,Convenience Commercial,CONVENIENCE STORE,Occupied
31150003100000060040000000,43.04859032,-76.12807708,45901,45901,Convenience Store,Convenience Commercial,CONVENIENCE STORE,Occupied
31150002900000170140000000,43.05257899,-76.12767834,45901,45901,Convenience Store,Convenience Commercial,CONVENIENCE STORE,No Information
31150004700000040240000000,43.0472384,-76.12326304,45901,45901,Convenience Store,Convenience Commercial,CONVENIENCE STORE,Occupied
31150005200000190340000000,43.03187799,-76.12261729,45901,45901,Convenience Store,Convenience Commercial,CONVENIENCE STORE,Occupied
31150001900000240100000000,43.05901426,-76.12244768,45901,45901,Convenience Store,Convenience Commercial,CONVENIENCE STORE,Occupied
31150002800000130010000000,43.05409613,-76.12134095,45901,45901,Convenience Store,Convenience Commercial,CONVENIENCE STORE,Occupied
31150004600000070110000000,43.04015866,-76.11969089,45901,45901,Convenience Store,Convenience Commercial,CONVENIENCE STORE,Occupied
31150004500000010290000000,43.04122524,-76.11917688,45901,45901,Convenience Store,Convenience Commercial,CONVENIENCE STORE,Occupied
31150004600000090110000000,43.03701943,-76.1191501,45901,45901,Convenience Store,Convenience Commercial,CONVENIENCE STORE,Occupied
31150003700000030010000000,43.04809049,-76.11441494,45901,45901,Convenience Store,Convenience Commercial,CONVENIENCE STORE,Occupied
31150002000000090170000000,43.06165955,-76.11230942,45901,45901,Convenience Store,Convenience Commercial,CONVENIENCE STORE,Occupied
31150003700000080020000000,43.04803425,-76.1122508,45901,45901,Convenience Store,Convenience Commercial,CONVENIENCE STORE,Occupied
31150002400000190020000000,43.06826355,-76.11165991,45901,45901,Convenience Store,Convenience Commercial,CONVENIENCE STORE,Occupied
31150002400000040160000000,43.06900542,-76.10821989,45901,45901,Convenience Store,Convenience Commercial,CONVENIENCE STORE,Occupied
31150002400000130010000000,43.06863981,-76.10494444,45901,45901,Convenience Store,Convenience Commercial,CONVENIENCE STORE,Occupied
31150003500000010080000000,43.05271681,-76.10461143,45901,45901,Convenience Store,Convenience Commercial,CONVENIENCE STORE,Occupied
31150002600000220050000000,43.06054967,-76.09369671,45901,45901,Convenience Store,Convenience Commercial,CONVENIENCE STORE,No Information
31150007800000150320000000,43.01870092,-76.16091652,45904,45904,Dry Cleaner,Convenience Commercial,DRY CLEANER,Occupied
31150009300000080190010000,43.03596111,-76.15880631,45904,45904,Dry Cleaner,Convenience Commercial,DRY CLEANER,Occupied
31150009300000080190010000,43.03596111,-76.15880631,45904,45904,Dry Cleaner,Convenience Commercial,DRY CLEANER,Occupied
31150009300000080190010000,43.03596111,-76.15880631,45904,45904,Dry Cleaner,Convenience Commercial,DRY CLEANER,Occupied
31150010000000260010000000,43.04367076,-76.15856596,45904,45904,Dry Cleaner,Convenience Commercial,DRY CLEANER,Occupied
31150010100000040030000000,43.04861312,-76.15455141,45904,45904,Dry Cleaner,Convenience Commercial,DRY CLEANER,Occupied
31150008500000120390000000,43.02953687,-76.15272839,45904,45904,Dry Cleaner,Convenience Commercial,DRY CLEANER,Occupied
31150007100000100140000000,43.0044816,-76.1428337,45904,45904,Dry Cleaner,Convenience Commercial,DRY CLEANER,Occupied
31150000500000101800100000,43.07263147,-76.14251647,45904,45904,Dry Cleaner,Convenience Commercial,DRY CLEANER,No Information
31150004700000030050000000,43.04749136,-76.12363274,45904,45904,Dry Cleaner,Convenience Commercial,DRY CLEANER,Occupied
31150003700000030010000000,43.04808379,-76.11457419,45904,45904,Dry Cleaner,Convenience Commercial,DRY CLEANER,Occupied
31150005600000900040000000,43.02170817,-76.11113454,45904,45904,Dry Cleaner,Convenience Commercial,DRY CLEANER,No Information
31150004200000020020000000,43.04208518,-76.10413436,45904,45904,Dry Cleaner,Convenience Commercial,DRY CLEANER,Occupied
31150002600000220050000000,43.06045693,-76.09437482,45904,45904,Dry Cleaner,Convenience Commercial,DRY CLEANER,No Information
31150010000000260010000000,43.04367034,-76.15845099,45905,45905,Pharmacy,Convenience Commercial,PHARMACY,Occupied
31150009500000100050000000,43.03994046,-76.14995363,45905,45905,Pharmacy,Convenience Commercial,PHARMACY,Occupied
31150004900000160130000000,43.04206076,-76.14024767,45905,45905,Pharmacy,Convenience Commercial,PHARMACY,Occupied
31150004800000030010000000,43.04715998,-76.13790512,45905,45905,Pharmacy,Convenience Commercial,PHARMACY,Occupied
31150009100000010050000000,43.03271655,-76.18751626,45907,45907,Laundromat,Convenience Commercial,LAUNDROMAT,Occupied
31150011100000120050000000,43.05196773,-76.1852765,45907,45907,Laundromat,Convenience Commercial,LAUNDROMAT,Occupied
31150009700000170040090000,43.04100924,-76.1726588,45907,45907,Laundromat,Convenience Commercial,LAUNDROMAT,Occupied
31150009700000170040090000,43.04103879,-76.17256143,45907,45907,Laundromat,Convenience Commercial,LAUNDROMAT,Occupied
