objectid,ntm_stop_i,ntm_feed_i,stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,Count
80131,80131,66,4880,WikRiaSX,Winkworth Pky & Richard Rd,,43.02399800000,-76.20291300000,,1
84167,84167,66,4877,WikRiaNE,Winkworth Pky & Richard Rd,,43.02400700000,-76.20266600000,,1
84170,84170,66,4873,WikBrvSW,Winkworth Pky&Broadview Dr,,43.02414000000,-76.20113600000,,1
84171,84171,66,4872,WikBrvNE,Winkworth Pky & Broadview Dr,,43.02428300000,-76.20098800000,,1
85213,85213,66,4548,MioAveSW,Milton Ave & Avery Ave,,43.05955500000,-76.19940900000,,1
85345,85345,66,4547,MioAveNX,Milton Ave & Avery Ave,,43.05953700000,-76.19915000000,,1
80111,80111,66,11246,AveWarNW,Avery Ave & Warner Ct,,43.05845400000,-76.19905200000,,1
80110,80110,66,11247,AveKinNW,Avery Ave & Kincaid Ave,,43.05799700000,-76.19871900000,,1
84169,84169,66,4870,WikSrnNE,Winkworth Pky & Sharon Dr,,43.02549100000,-76.19837200000,,1
80655,80655,66,1095,AveChmNW,Avery Ave & Chemung St,,43.05686000000,-76.19791800000,,1
81935,81935,66,1205,ChmAveSW,Chemung St & Avery Ave,,43.05669000000,-76.19791800000,,1
85995,85995,66,8484,MioWdrSW,Milton Ave & West End Dr,,43.05916100000,-76.19790400000,,1
85976,85976,66,14418,EriMilNE,Erie Blvd W & Milton Ave,,43.05924100000,-76.19775600000,,1
80656,80656,66,1093,MioEbwNE,Milton Ave & Erie Blvd W,,43.05915200000,-76.19773100000,,1
81933,81933,66,1208,AveChmSE,Avery Ave & Chemung St,,43.05669000000,-76.19770800000,,1
79567,79567,66,1210,ChmAveNE,Chemung St & Avery Ave,,43.05683300000,-76.19769600000,,1
85344,85344,66,4544,MioWisSW,Milton Ave & Willis Ave,,43.05888300000,-76.19690400000,,1
84143,84143,66,10943,CheCoySW,Chemung St & Coykendall Ave,,43.05706600000,-76.19689300000,,1
82946,82946,66,8538,AveEsxNW,Avery Ave & Essex St,,43.05535600000,-76.19685700000,,1
83188,83188,66,8512,AveEsxSE,Avery Ave & Essex St,,43.05521200000,-76.19668500000,,1
82135,82135,66,14971,CheCoyNE,Chemung St & Coykendall Ave,,43.05719100000,-76.19667100000,,1
80791,80791,66,14477,MilWilNE,Milton Ave & Willis Ave,,43.05887400000,-76.19664500000,,1
80847,80847,66,4863,WikWewNE,Winkworth Pky & Westwood Rd,,43.02509600000,-76.19631200000,,1
83006,83006,66,14416,EriEmeNE,Erie Blvd W & Emerson Ave,,43.06010900000,-76.19631100000,,1
80853,80853,66,4865,WikWewSW,Winkworth Pky & Westwood Rd,,43.02485500000,-76.19613900000,,1
83608,83608,66,3927,OnbMysSE,Onondaga Blvd & Mayson Ave,ONONDAGA BLVD,43.03137200000,-76.19601100000,,1
85055,85055,66,15361,CheWlsSW,Chemung St & Willis Ave,,43.05741400000,-76.19595500000,,1
84144,84144,66,10944,CheWilSW,Chemung St & Willis Ave,,43.05745000000,-76.19591800000,,1
82134,82134,66,14970,CheWilNE,Chemung St & Willis Ave,,43.05756600000,-76.19570800000,,1
82541,82541,66,4902,BeuHugSW,Bellevue Ave & Huntington Rd,,43.02859600000,-76.19564300000,,1
82947,82947,66,8539,AveDlaNW,Avery Ave & Driscoll Ave,,43.05364500000,-76.19563700000,,1
83606,83606,66,3923,Onb4623,4623 Onondaga Blvd,,43.03158600000,-76.19560400000,,1
83191,83191,66,8511,AveDlaEX,Avery Ave & Driscoll Ave,,43.05350200000,-76.19546400000,,1
82156,82156,66,667,WgeMyrSE,W.Genesee St & Myrtle St,,43.04965200000,-76.19518300000,,1
82159,82159,66,664,WgeMyrNE,W.Genesee St & Myrtle St,,43.04972400000,-76.19518300000,,1
84272,84272,66,16280,OSrAptLM,Onondaga Senior Apts,,43.03132700000,-76.19506100000,,1
84345,84345,66,8540,AveHekNW,Avery Ave & Herkimer St,,43.05249000000,-76.19483600000,,1
82190,82190,66,8510,AveHekSE,Avery Ave & Herkimer St,,43.05232900000,-76.19463800000,,1
85265,85265,66,14969,CheOliNE,Chemung St & Olive St,,43.05805800000,-76.19439900000,,1
81732,81732,66,8471,OnbWesSX,Onondaga Blvd & Western Plaza,,43.03207800000,-76.19427100000,,1
84146,84146,66,10946,CheMilSW,Chemung St & Milton Ave,,43.05811200000,-76.19418900000,,1
80173,80173,66,8541,AveEreNW,Avery Ave & Erie St,,43.05148700000,-76.19412100000,,1
80091,80091,66,8509,AveEreSE,Avery Ave & Erie St,,43.05130800000,-76.19392300000,,1
85248,85248,66,4541,MioEmeSW,Milton Ave & Emerson Ave,,43.05798600000,-76.19363400000,,1
81730,81730,66,8475,MioEmeSE,Milton Av & Emerson Av,,43.05799500000,-76.19358500000,,1
81602,81602,66,11008,BelWinSW,Bellevue Ave & Winkworth Pky,,43.02903400000,-76.19357000000,,1
83952,83952,66,4857,WikJuwNW,Winkworth Pky & Juneway Rd,,43.02684100000,-76.19352300000,,1
80676,80676,66,8689,WgeAvrSW,W. Genesee & Avery Ave,,43.05035000000,-76.19346700000,,1
85526,85526,66,670,XgeAveSW,W.Genesee St & Avery Ave,,43.05035000000,-76.19345500000,,1
82157,82157,66,666,AveWgeNW,Avery Ave & W.Genesee St,,43.05050200000,-76.19343000000,,1
84960,84960,66,11019,WinBelSE,Winkworth Pky & Bellevue Ave,,43.02903400000,-76.19338500000,,1
82155,82155,66,668,AveWgeSE,Avery Ave & W.Genesee St,,43.05026900000,-76.19322100000,,1
80812,80812,66,10930,GenAveNE,W Genesee St & Avery Ave,,43.05049300000,-76.19322000000,,1
85457,85457,66,10868,BelGleNE,Bellevue Ave & Glenwood Ave,,43.02921300000,-76.19317500000,,1
84145,84145,66,10947,MilEssNW,Milton Ave & Essex St,,43.05689400000,-76.19289500000,,1
80181,80181,66,8542,AveCayNW,Avery Ave & Cayuga St,,43.04955300000,-76.19275200000,,1
80112,80112,66,11243,MilEssSE,Milton Ave & Essex St,,43.05676800000,-76.19272200000,,1
82050,82050,66,1058,GlwBeuSE,Glenwood Ave & Bellevue Ave,,43.02913200000,-76.19263300000,,1
83515,83515,66,16941,GlwBelSE,Glenwood Ave & Bellevue Ave,,43.02913200000,-76.19259600000,,1
80092,80092,66,8508,AveCaySE,Avery Ave & Cayuga St,,43.04938200000,-76.19254300000,,1
81566,81566,66,10206,BelGlwSX,Bellevue Ave & Glenwood Ave,,43.02925800000,-76.19247200000,,1
80180,80180,66,8543,AveHapNW,Avery Ave & Hamilton St,,43.04860300000,-76.19207400000,,1
81962,81962,66,7589,WegWliLM,Wegmans W. Lights,,43.03150400000,-76.19197700000,,1
80089,80089,66,8507,AveHapSE,Avery Ave & Hamilton St,,43.04841500000,-76.19186500000,,1
84140,84140,66,10948,MilLewNW,Milton Ave & Lewis St,,43.05542500000,-76.19184700000,,1
83732,83732,66,4533,MioLewSE,Milton Ave & Lewis St,,43.05526400000,-76.19166200000,,1
85738,85738,66,658,WgeWisSW,W.Genesee St & Willis Ave,,43.05111000000,-76.19145500000,,1
80163,80163,66,8544,AveScyNW,Avery Ave & Schuyler St,,43.04759200000,-76.19137200000,,1
82160,82160,66,663,WgeWisNE,W.Genesee St & Willis Ave,,43.05125300000,-76.19122100000,,1
82867,82867,66,8506,AveScySE,Avery Ave & Schuyler Ave,,43.04743900000,-76.19119900000,,1
84139,84139,66,10949,MilHerNW,Milton Ave & Herkimer St,,43.05396500000,-76.19081100000,,1
84640,84640,66,4529,MioHekSE,Milton Ave & Herkimer St,,43.05379500000,-76.19062600000,,1
85926,85926,66,8009,BeuArcSW,Bellevue Ave & Archer Rd,,43.03018800000,-76.19054700000,,1
80161,80161,66,8545,AveUlsNW,Avery Ave & Ulster St,,43.04638300000,-76.19052100000,,1
80087,80087,66,8505,AveUlsSE,Avery Ave & Ulster St,,43.04623000000,-76.19033600000,,1
81056,81056,66,10950,MilEriNW,Milton Ave & Erie St,,43.05300700000,-76.19015800000,,1
84379,84379,66,4845,GlwArcNE,Glenwood Ave & Archer Rd,,43.02779700000,-76.19006800000,,1
84383,84383,66,4525,MioEreSE,Milton Ave & Erie St,,43.05283700000,-76.18996100000,,1
85065,85065,66,1211,AveTomNW,Avery Ave & Tompkins St,,43.04516500000,-76.18967100000,,1
81182,81182,66,7866,WgeMioSW,W Genesee St & Milton Ave,,43.05183400000,-76.18952900000,,1
79613,79613,66,8010,BeuSuhSW,Bellevue Ave & Sunhill Ter,,43.03071600000,-76.18947300000,,1
82350,82350,66,661,MioWgeNW,Milton Ave & W.Genesee St,,43.05201300000,-76.18945500000,,1
81707,81707,66,1222,TomAveNE,Tompkins St & Avery Ave,,43.04515600000,-76.18942400000,,1
81469,81469,66,5517,GrnHmeSX,Grand Ave & Homer Ave,,43.03639100000,-76.18933300000,,1
85739,85739,66,659,MioWgeSE,Milton Ave & W.Genesee St,,43.05182500000,-76.18927000000,,1
82343,82343,66,14914,MioGenSE,Milton Ave & W Genesee St,,43.05184300000,-76.18927000000,,1
82042,82042,66,10245,GenMilNE,W Genesee St & Milton Ave,,43.05202200000,-76.18925800000,,1
82744,82744,66,10897,GraHomNE,Grand Ave & Homer Ave,,43.03645400000,-76.18909800000,,1
84639,84639,66,4839,GlwSuhNE,Glenwood Ave & Sunhill Ter,,43.02719700000,-76.18906900000,,1
81875,81875,66,12675,MilCayNW,Milton Ave & Cayuga St,,43.05106400000,-76.18877700000,,1
83489,83489,66,11250,TomCodSW,Tompkins St & Cody Ave,,43.04538800000,-76.18868300000,,1
81531,81531,66,4518,MioCaySE,Milton Ave & Cayuga St,,43.05090300000,-76.18859200000,,1
81206,81206,66,10418,BelAusNE,Bellevue Ave & Austin Ave,,43.03126100000,-76.18853500000,,1
79612,79612,66,8011,BeuAusSW,Bellevue Ave & Austin Ave,,43.03122500000,-76.18848600000,,1
79740,79740,66,14471,TomCodNE,Tompkins St & Cody Ave,,43.04551300000,-76.18847400000,,1
81467,81467,66,5511,GrnSarSW,Grand Ave & S Avery Ave,,43.03644400000,-76.18823400000,,1
84601,84601,66,8449,VelGrnSE,Velasko Rd & Grand Ave,,43.03637300000,-76.18814800000,,1
81877,81877,66,12676,MilHamNW,Milton Ave & Hamilton St,,43.05007900000,-76.18808700000,,1
84395,84395,66,4834,GlwAusNE,Glenwood Ave & Austin Ave,,43.02684700000,-76.18799600000,,1
84899,84899,66,4506,MioHamSE,Milton Ave & Hamilton St,,43.04990900000,-76.18789000000,,1
85733,85733,66,652,WgeEmeNE,W.Genesee St & Emerson Ave,,43.05249600000,-76.18772700000,,1
83490,83490,66,11251,TomWilSW,Tompkins St & Willis Ave,,43.04577300000,-76.18764700000,,1
80241,80241,66,3919,VelWonNW,Velasko Rd & W.Onondaga St,,43.03364200000,-76.18748400000,,1
81587,81587,66,14693,VelOnoNE,Velasko Rd & W Onondaga St,,43.03374000000,-76.18745900000,,1
80784,80784,66,14470,TomWilNE,Tompkins St & Willis Ave,,43.04591600000,-76.18741200000,,1
80568,80568,66,12677,MilSchNW,Milton Ave & Schuyler St,,43.04911200000,-76.18739700000,,1
83605,83605,66,3922,WonVelNE,W.Onondaga St & Velasko Rd,,43.03354300000,-76.18727500000,,1
83607,83607,66,3920,WonVelSE,W.Onondaga St & Velasko Rd,,43.03351700000,-76.18727500000,,1
85799,85799,66,4492,MioScySE,Milton Ave & Schuyler St,,43.04893300000,-76.18720000000,,1
85460,85460,66,10867,BelVelNE,Bellevue Ave & Velasko Rd,,43.03206600000,-76.18705400000,,1
84962,84962,66,11010,BelVskSW,Bellevue Ave & Velasko Rd,,43.03200400000,-76.18695500000,,1
84382,84382,66,4830,GlwDueNE,Glenwood Ave & Dundee Dr,,43.02643500000,-76.18673800000,,1
82381,82381,66,649,WgeEmeSW,W.Genesee St & Emerson Ave,,43.05237900000,-76.18657900000,,1
81874,81874,66,12678,MilUlsNW,Milton Ave & Ulster St,,43.04787600000,-76.18652200000,,1
85876,85876,66,14414,EriHarNE,Erie Blvd W & Harbor St,,43.05605800000,-76.18637900000,,1
84487,84487,66,4386,MioUlsSE,Milton Ave & Ulster St,,43.04772400000,-76.18634900000,,1
83487,83487,66,11252,TomMilSW,Tompkins St & Milton Ave,,43.04649700000,-76.18570900000,,1
81873,81873,66,12679,MilTomNW,Milton Ave & Tompkins St,,43.04666700000,-76.18567100000,,1
81204,81204,66,10415,StoVelNE,Stolp Ave & Velasko Rd,,43.02975600000,-76.18561200000,,1
81318,81318,66,4824,VelEthNW,Velasko Rd & Ethel St,,43.02839500000,-76.18550300000,,1
84411,84411,66,4817,VelFrdNW,Velasko Rd & Fairdale Ave,,43.02750000000,-76.18545400000,,1
79611,79611,66,8012,BeuBunSW,Bellevue Ave & Bungalow Ter,,43.03245900000,-76.18542500000,,1
81731,81731,66,8474,TomMioNE,Tompkins St & Milton Av,,43.04664900000,-76.18542500000,,1
82049,82049,66,1057,VelGlwNW,Velasko Rd & Glenwood Ave,,43.02600500000,-76.18533200000,,1
85971,85971,66,14413,HiaEriNE,Hiawatha Blvd & Erie Blvd W,,43.05542200000,-76.18530600000,,1
82379,82379,66,644,WgeNloNW,W.Genesee St & N.Lowell Ave,,43.05230700000,-76.18517300000,,1
82098,82098,66,10877,GleVelNE,Glenwood AVe & Velasko Rd,,43.02586100000,-76.18517200000,,1
84853,84853,66,8466,WonBhaNX,W Onondaga St & Belleview Hgts Apts,,43.03363200000,-76.18483200000,,1
84854,84854,66,8467,WonBhaSX,W Onondaga St & Belleview Hgts Apts,,43.03358700000,-76.18481900000,,1
79610,79610,66,8013,BeuUplSW,Bellevue Ave & Upland Rd,,43.03251200000,-76.18421600000,,1
85064,85064,66,632,WgeWfaNE,W.Genesee St & W.Fayette St,,43.05216300000,-76.18363000000,,1
80312,80312,66,637,WgeWfaSW,W.Genesee St & W.Fayette St,,43.05211800000,-76.18351900000,,1
82943,82943,66,7192,HbwSfbNX,Hiawatha Blvd W & State Fair Blvd,,43.05686300000,-76.18345300000,,1
83488,83488,66,11253,TomEmeSW,Tompkins St & Emerson Ave,,43.04735500000,-76.18342500000,,1
85202,85202,66,8671,WgeWfaNE,W. Genesee St. & West Fayette St,,43.05214500000,-76.18339600000,,1
84484,84484,66,4383,TomEmeNE,Tompkins St & Emerson Ave,,43.04748000000,-76.18325200000,,1
79609,79609,66,8014,BeuWlcSW,Bellevue Ave & Wolcott Ave,,43.03254800000,-76.18315500000,,1
80971,80971,66,10431,FayHamNE,W Fayette St & Hamilton St,,43.05164300000,-76.18301400000,,1
83514,83514,66,16942,WonKanSW,W Onondaga St & Kandace St,,43.03356800000,-76.18287000000,,1
83990,83990,66,17913,PrvHseLM,Providence House Front Entrance,,43.03380100000,-76.18285700000,,1
80236,80236,66,3917,WonKanSW,W.Onondaga St & Kandace St,W ONONDAGA ST & KANDACE ST,43.03363100000,-76.18272200000,,1
81075,81075,66,4803,StpWlcNE,Stolp Ave & Wolcott Ave,,43.02984400000,-76.18268800000,,1
85079,85079,66,7838,PrvHouLM,Providence House Apts,,43.03373800000,-76.18250000000,,1
85458,85458,66,10863,BelKanNE,Belleveu Ave & Kandace St,,43.03261900000,-76.18240200000,,1
82099,82099,66,10876,GleWolNE,Glenwood Ave & Wolcott Ave,,43.02500100000,-76.18226100000,,1
84010,84010,66,15401,FaySchSE,W Fayette St & Schuyler St,,43.05086400000,-76.18222500000,,1
84955,84955,66,10995,TomLowSW,Tompkins St & Lowell Ave,,43.04785600000,-76.18209200000,,1
82870,82870,66,8494,TomSLoSX,Tompkins St & S Lowell Ave,,43.04789200000,-76.18200500000,,1
79608,79608,66,8015,BeuRdeSW,Bellevue Ave & Reed Ave,,43.03259200000,-76.18189600000,,1
85997,85997,66,8486,TomNloNE,Tompkins St & N Lowell Ave,,43.04806200000,-76.18167200000,,1
81842,81842,66,8669,EbwWgeNX,Erie Boulevard & West Genesee St,,43.05156200000,-76.18143400000,,1
84569,84569,66,5500,GrnHodSW,Grand Ave & Holden St,,43.03841100000,-76.18118700000,,1
81687,81687,66,5498,GrnHodNX,Grand Ave & Holden St,,43.03846400000,-76.18106400000,,1
84011,84011,66,15400,SyrUlsSE,Syracuse ST & Ulster St,,43.04976200000,-76.18104100000,,1
81937,81937,66,1203,HodGrnSE,Holden St & Grand Ave,,43.03836600000,-76.18101500000,,1
81594,81594,66,4356,TomCysNE,Tompkins St & Crysler St,,43.04837400000,-76.18089400000,,1
84963,84963,66,11011,BelRidSW,Bellevue Ave & Rider Ave,,43.03261800000,-76.18087200000,,1
81936,81936,66,1200,HatHodNE,Hartson St & Holden St,,43.03638700000,-76.18080700000,,1
79599,79599,66,7189,HbwSpeSW,Hiawatha Blvd W & Spencer St,,43.05894700000,-76.18068600000,,1
79598,79598,66,7188,HbwSpeNX,Hiawatha Blvd W & Spencer St,,43.05909900000,-76.18060000000,,1
80335,80335,66,4788,StpRdrNE,Stolp Ave & Rider Ave,,43.02992300000,-76.18049200000,,1
81706,81706,66,627,WgeParSW,W.Genesee St & Park Ave,,43.05247400000,-76.18034700000,,1
82096,82096,66,10875,GleReeSE,Glenwood Ave & Reed Ave,,43.02527700000,-76.18030000000,,1
81150,81150,66,1367,TomSwiSW,Tompkins St & S.Wilbur Ave,,43.04859800000,-76.18020300000,,1
84944,84944,66,15484,GrnHoeSW,Grand Ave & Hoefler St,,43.03857100000,-76.17996600000,,1
85996,85996,66,8485,SwiWfaSE,S Wilbur Ave & W Fayette St,,43.04841900000,-76.17983300000,,1
84817,84817,66,5467,HatHofSW,Hartson St & Hoefler St,,43.03638700000,-76.17983200000,,1
80249,80249,66,9926,SAS Arr.,Syracuse Academy of Science,,43.05236700000,-76.17980400000,,1
80250,80250,66,9927,SAS LV.,Syracuse Academy of Science,,43.05258200000,-76.17979200000,,1
79607,79607,66,8016,BeuMklSW,Bellevue Ave & Markland Ave,,43.03266200000,-76.17978700000,,1
80238,80238,66,3913,WonHofSW,W.Onondaga St & Hoefler St,,43.03373700000,-76.17960000000,,1
80540,80540,66,4239,SwiTnnSW,S Wilbur Ave & Tennyson Ave,,43.04807800000,-76.17957400000,,1
85304,85304,66,5463,HatHofNE,Hartson St & Hoefler St,,43.03644900000,-76.17956100000,,1
81709,81709,66,629,WgeLakSE,W.Genesee St & Lakeview Ave,,43.05264400000,-76.17950800000,,1
81708,81708,66,625,WgeLakNX,W.Genesee St & Lakeview Ave,,43.05269800000,-76.17947100000,,1
82341,82341,66,4771,StpMklNE,Stolp Ave & Markland Ave,,43.02995900000,-76.17938200000,,1
79734,79734,66,14478,WilTenEN,S Wilbur Ave & Tennyson Ave,,43.04795300000,-76.17936400000,,1
80237,80237,66,3915,WonHofNE,W.Onondaga St & Hoefler St,,43.03379000000,-76.17934100000,,1
85459,85459,66,10860,BelHoeNE,Bellevue Ave & Hoeffler St,,43.03272500000,-76.17929300000,,1
81940,81940,66,1358,SwiBrySE,S Wilbur Ave & Bryant Ave,,43.04742400000,-76.17890800000,,1
80086,80086,66,8502,SwiBryEX,S Wilbur Ave & Bryant Ave,,43.04732600000,-76.17873600000,,1
84943,84943,66,15485,GrnLydSW,Grand Ave & Lydell St,,43.03874900000,-76.17870700000,,1
83261,83261,66,5455,HatLydSW,Hartson St & Lydell St,,43.03644900000,-76.17858600000,,1
79606,79606,66,8017,BeuDuaSW,Bellevue Ave & Duane St,,43.03269800000,-76.17857700000,,1
80240,80240,66,3910,WonLydSW,W.Onondaga St & Lydell St,,43.03378100000,-76.17841600000,,1
85178,85178,66,5453,HatLydNE,Hartson St & Lydell St,,43.03650200000,-76.17835200000,,1
82300,82300,66,10859,BelDuaNE,Bellevue Ave & Duane St,,43.03274200000,-76.17831800000,,1
81508,81508,66,10994,WilWhiNW,S Wilbur Ave & Whittier Ave,,43.04681500000,-76.17831700000,,1
80890,80890,66,1348,SwiWhiEX,S.Wilbur Ave & Whittier Ave,,43.04677100000,-76.17820600000,,1
80108,80108,66,4766,StpDuaNE,Stolp Ave & Duane St,,43.03000300000,-76.17814800000,,1
80239,80239,66,3911,WonLydNE,W.Onondaga St & Lydell St,,43.03384300000,-76.17814400000,,1
82097,82097,66,10874,GleCalSE,Glenwood AVe & Calvin Rd,,43.02198200000,-76.17805800000,,1
84348,84348,66,4242,SwiCgaSW,S.Wilbur Ave & Coleridge Ave,,43.04600000000,-76.17754000000,,1
79538,79538,66,11543,WilColEN,S Wilbur Ave & Coleridge Ave,,43.04589300000,-76.17734300000,,1
84942,84942,66,15486,GrnHerSW,Grand Ave & Herriman St,,43.03894600000,-76.17730000000,,1
83375,83375,66,3906,WonArhSW,W.Onondaga St & Arthur St,,43.03383400000,-76.17724400000,,1
84306,84306,66,10428,FaySyrNE,W Fayette St & Syracuse St,,43.04746800000,-76.17718100000,,1
79605,79605,66,8018,BeuArhSW,Bellevue Ave & Arthur St.,,43.03275100000,-76.17717100000,,1
85385,85385,66,5438,HatHrmSW,Hartson St & Herriman St,,43.03650200000,-76.17716700000,,1
83378,83378,66,3908,WonArhNE,W.Onondaga St & Arthur St,,43.03389600000,-76.17696000000,,1
80998,80998,66,5434,HatHrmNE,Hartson St & Herriman St,,43.03656400000,-76.17695700000,,1
82301,82301,66,10858,BelArtNE,Belleveue Ave & Arthur St,,43.03280400000,-76.17691200000,,1
84024,84024,66,8348,WgeSacNX,W Genesee St & Sackett St,,43.05318900000,-76.17686600000,,1
81175,81175,66,8550,SwiBupNW,S Wilbur Ave & Burnet Park Dr,,43.04514900000,-76.17671400000,,1
80422,80422,66,4758,StpArhNE,Stolp Ave & Arthur St,,43.03004700000,-76.17670500000,,1
79537,79537,66,11542,WilConSE,S Wilbur Ave & Conservation Pl,,43.04500600000,-76.17648000000,,1
84941,84941,66,15487,GrnCadSW,Grand Ave & Cadwell St,,43.03914200000,-76.17580700000,,1
84964,84964,66,11012,BllGedSW,Bellevue Ave & S Geddes St,,43.03281200000,-76.17570300000,,1
82053,82053,66,4314,SwiWmcWX,S Wilbur Ave & W.Marcellus St,,43.04405700000,-76.17566600000,,1
82095,82095,66,10872,GleMcdNE,Glenwood Ave & McDonald Rd,,43.01959900000,-76.17554400000,,1
84958,84958,66,4345,SwiWmcSE,S.Wilbur Ave & W.Marcellus St,,43.04394000000,-76.17546900000,,1
81705,81705,66,621,WgeEurSX,W.Genesee St & Eureka St,,43.05343000000,-76.17545900000,,1
79604,79604,66,8019,SgeGraNW,S.Geddes St & Grant Ave,,43.03198000000,-76.17540700000,,1
84044,84044,66,11408,MagFaySE,Magnolia St & W Fayette St,,43.04669700000,-76.17535500000,,1
84965,84965,66,11013,GedLafNW,S Geddes St & Laforte Ave,,43.03107600000,-76.17534700000,,1
82295,82295,66,10856,GedGraSE,S Geddes St & Grant Ave,,43.03180100000,-76.17533400000,,1
81024,81024,66,4757,SgeStpNW,S.Geddes St & Stolp Ave,,43.03019800000,-76.17527400000,,1
85286,85286,66,619,WgeEurNE,W.Genesee St & Eureka St,,43.05351000000,-76.17526200000,,1
83066,83066,66,10630,GedBelSE,S Geddes St & Bellevue Ave,,43.03276700000,-76.17523400000,,1
85883,85883,66,4701,SgeGooNW,S.Geddes St & Gordon Ave,,43.02916000000,-76.17521300000,,1
83028,83028,66,16903,GedStpSE,S Geddes & Stolp Ave,,43.02992100000,-76.17520000000,,1
81022,81022,66,4756,SgeStpSE,S.Geddes St & Stolp Ave,,43.02998300000,-76.17520000000,,1
85884,85884,66,4700,SgeGooSE,S.Geddes St & Gordon Ave,,43.02897200000,-76.17512700000,,1
83483,83483,66,4697,SgeCseNW,S.Geddes St & Crossett St,,43.02790600000,-76.17511600000,,1
81020,81020,66,4755,StpSgeNE,Stolp Ave & S Geddes St,,43.03010900000,-76.17511300000,,1
82326,82326,66,4696,SgeCseSE,S.Geddes St & Crossett St,,43.02773600000,-76.17502900000,,1
83377,83377,66,3902,WonSgeSW,W.Onondaga St & S.Geddes St,,43.03390400000,-76.17496100000,,1
82324,82324,66,4694,SgeTwhNW,S.Geddes St & Twin Hills Dr,,43.02577600000,-76.17492000000,,1
82323,82323,66,4695,SgeTwhSE,S.Geddes St & Twin Hills Dr,,43.02558800000,-76.17484700000,,1
84335,84335,66,14702,GedBHCLM,S.Geddes St & Bellevue Hts Church,,43.02388700000,-76.17476200000,,1
85247,85247,66,8047,SgeBHCEX,S.Geddes St & Bellevue Hts Church,,43.02384200000,-76.17470000000,,1
81510,81510,66,10992,WilAmyNW,S Wilbur Ave & Amy St,,43.04034100000,-76.17468300000,,1
79539,79539,66,11541,WilAmySE,S Wilbur Ave & Amy St,,43.04034100000,-76.17462100000,,1
83374,83374,66,3904,WonSgeNE,W.Onondaga St & S.Geddes St,,43.03397600000,-76.17461600000,,1
84040,84040,66,11407,MagNelSE,Magnolia St & Nelson St,,43.04449500000,-76.17454300000,,1
81635,81635,66,1054,SgeArdNW,S.Geddes St & Arden Dr,,43.02160400000,-76.17440700000,,1
83113,83113,66,4690,SgeArdSE,S.Geddes St & Arden Dr,,43.02146000000,-76.17432100000,,1
85500,85500,66,10487,GedArdSE,S Geddes St & Arden Dr,,43.02139800000,-76.17429600000,,1
81596,81596,66,4352,MgsSwiSE,Magnolia St & S.Wilbur Ave,,43.04254300000,-76.17416300000,,1
85955,85955,66,7644,FowlerLM,Fowler High School,MAGNOLIA ST & N ALVORD ST,43.04353700000,-76.17412400000,,1
82950,82950,66,8020,StpStiSW,Stolp Ave & Stinard Ave,,43.03009900000,-76.17408900000,,1
81567,81567,66,10207,GedStrNW,Geddes St & Strathmore Dr,,43.01969700000,-76.17405100000,,1
81511,81511,66,10993,DelGndNW,Delaware St & Grand Ave,,43.03976800000,-76.17404200000,,1
84961,84961,66,11014,GddStrNW,S Geddes St & Strathmore Dr,,43.01974100000,-76.17403900000,,1
81396,81396,66,1387,SwiSeyWX,S Wilbur Ave & Seymour St,,43.04191600000,-76.17399000000,,1
84741,84741,66,1391,SwiSfaSE,S.Wilbur Ave & Seymour St,,43.04172800000,-76.17395400000,,1
84939,84939,66,15488,GrnDelSW,Grand Ave & Delaware St,,43.03966000000,-76.17390600000,,1
85288,85288,66,612,WgeLibSW,W.Genesee St & Liberty St,,43.05372400000,-76.17384200000,,1
84339,84339,66,5428,HatSgeSW,Hartson St & S Geddes St,,43.03665200000,-76.17382300000,,1
83114,83114,66,16755,GrnDelNE,Grand Ave & Delaware St,,43.03974100000,-76.17382000000,,1
84742,84742,66,1390,SeySwiNE,Seymour St & S.Wilbur Ave,,43.04186200000,-76.17379300000,,1
82742,82742,66,10891,DelGraNE,Delaware St & Grand Ave,,43.03965100000,-76.17378300000,,1
81904,81904,66,5433,SgeHatNW,S.Geddes St & Hartson St,,43.03676800000,-76.17371200000,,1
84725,84725,66,53,GlwStrNE,Glenwood Ave & Strathmore Dr,,43.01948200000,-76.17364400000,,1
83918,83918,66,10929,WgeLbtNE,W Genesee St & Liberty St,,43.05377800000,-76.17362000000,,1
84600,84600,66,8448,SgeFiiWX,S Geddes St & Fitch St,,43.03800300000,-76.17320500000,,1
82743,82743,66,10890,DelFenNE,Delaware St & Fenton St,,43.03932800000,-76.17314200000,,1
81496,81496,66,8451,SgeFiiSE,S Geddes St & Fitch St,,43.03808400000,-76.17313100000,,1
83485,83485,66,11257,DelGedSW,Delaware St & S Geddes St,,43.03916700000,-76.17288300000,,1
81495,81495,66,8452,SgeDelSE,S Geddes St & Delaware St,,43.03902400000,-76.17276000000,,1
82393,82393,66,3898,WonBdySW,W.Onondaga St & Bradley St,,43.03399200000,-76.17265400000,,1
83644,83644,66,11446,GedGraNW,S Geddes St & Grand Ave,,43.04057200000,-76.17261000000,,1
84594,84594,66,8447,DelSgeNE,Delaware St & S Geddes St,,43.03905000000,-76.17255000000,,1
