YearBuilt,lat,lon,PNUMBR,DollarAmount,Program,Activity,TAXID,Full Address,,,,,,,,,
1910,-76.152334,43.06952832,150101900,20000,Lead,Syracuse Lead Project,3.12E+25,137 Lawrence St,,,,,,,,,
1910,-76.15233078,43.02348591,1918105400,20000,Lead,Syracuse Lead Project,3.12E+25,539 Colvin St W,,,,,,,,,
1926,-76.15232196,43.01351038,1367003900,20000,Lead,Syracuse Lead Project,3.12E+25,449 Ostrander Ave W,,,,,,,,,
1950,-76.15231907,43.01305874,1357005700,20000,Lead,Syracuse Lead Project,3.12E+25,354-56 Matson Ave W,,,,,,,,,
1925,-76.15225867,43.01835405,1350002000,20000,Lead,Syracuse Lead Project,3.12E+25,443-45 Lafayette Ave W,,,,,,,,,
1910,-76.15223448,43.02576707,1961103100,20000,Lead,Syracuse Lead Project,3.12E+25,1318 Midland Ave,,,,,,,,,
1949,-76.15221173,43.0210498,1941103800,20000,Lead,Syracuse Lead Project,3.12E+25,210 Hope Ave,,,,,,,,,
1935,-76.15219712,43.00882814,1332001200,20000,Lead,Syracuse Lead Project,3.12E+25,255 Girard Ave,,,,,,,,,
1940,-76.152195,43.07181917,148006800,20000,Lead,Syracuse Lead Project,3.12E+25,819 Kirkpatrick St,,,,,,,,,
1920,-76.15216795,43.01351609,1367003800,20000,Lead,Syracuse Lead Project,3.12E+25,447 Ostrander Ave W,,,,,,,,,
1938,-76.15216555,43.01035695,1304300900,20000,Lead,Syracuse Lead Project,3.12E+25,201 Atlantic Ave,,,,,,,,,
1935,-76.15213333,43.02869026,1848104201,20000,Lead,Syracuse Lead Project,3.12E+25,262 Kirk Ave,,,,,,,,,
1959,-76.15211451,43.01239118,1357002300,20000,Lead,Syracuse Lead Project,3.12E+25,355 Matson Ave W,,,,,,,,,
1930,-76.15210537,43.02309631,1941100400,20000,Lead,Syracuse Lead Project,3.12E+25,129-31 Hope Ave,,,,,,,,,
1935,-76.15207258,43.06126169,322001500,20000,Lead,Syracuse Lead Project,3.12E+25,405 Division St E,,,,,,,,,
1925,-76.15204886,43.01437788,1347103500,20000,Lead,Syracuse Lead Project,3.12E+25,241 Kenmore Ave,,,,,,,,,
1920,-76.15202561,43.01428549,1347103600,20000,Lead,Syracuse Lead Project,3.12E+25,245 Kenmore Ave,,,,,,,,,
1915,-76.15198644,43.02417338,1918105800,20000,Lead,Syracuse Lead Project,3.12E+25,518 Colvin St W,,,,,,,,,
1890,-76.1519777,43.03053218,1830002200,20000,Lead,Syracuse Lead Project,3.12E+25,235-39 Furman St,,,,,,,,,
1900,-76.1519622,43.07068481,128003400,20000,Lead,Syracuse Lead Project,3.12E+25,906 First North St,,,,,,,,,
1900,-76.1519622,43.07068481,128003400,20000,Lead,Syracuse Lead Project,3.12E+25,906 First North St,,,,,,,,,
1910,-76.15195985,43.02875854,1848104100,20000,Lead,Syracuse Lead Project,3.12E+25,258 Kirk Ave,,,,,,,,,
1930,-76.15188224,43.00298658,1319402100,20000,Lead,Syracuse Lead Project,3.12E+25,146 Cortland Pl,,,,,,,,,
1910,-76.15187186,43.0697706,150103900,20000,Lead,Syracuse Lead Project,3.12E+25,134 Lawrence St,,,,,,,,,
1945,-76.15178219,43.03329252,1802101200,20000,Lead,Syracuse Lead Project,3.12E+25,110 Alexander Ave,,,,,,,,,
1940,-76.15177904,43.03124981,1830003200,20000,Lead,Syracuse Lead Project,3.12E+25,220-26 Furman St,,,,,,,,,
1910,-76.15172412,43.02445918,1961105200,20000,Lead,Syracuse Lead Project,3.12E+25,1428-30 Midland Ave,,,,,,,,,
1900,-76.15166055,43.06767345,171100400,20000,Lead,Syracuse Lead Project,3.12E+25,107 Pond Lane,,,,,,,,,
1900,-76.15164321,43.02674947,1910205100,20000,Lead,Syracuse Lead Project,3.12E+25,274 Borden Ave W,,,,,,,,,
1910,-76.15161467,43.06307076,352000300,20000,Lead,Syracuse Lead Project,3.12E+25,117-19 Lilac St,,,,,,,,,
1940,-76.15160162,43.07053973,128003100,20000,Lead,Syracuse Lead Project,3.12E+25,900 First North St,,,,,,,,,
1920,-76.15155528,43.03064031,1830002000,20000,Lead,Syracuse Lead Project,3.12E+25,223 Furman St,,,,,,,,,
1926,-76.15144729,43.02118723,1941103300,20000,Lead,Syracuse Lead Project,3.12E+25,215 Hope Ave,,,,,,,,,
1900,-76.15143297,43.02691195,1910204900,20000,Lead,Syracuse Lead Project,3.12E+25,266 Borden Ave W,,,,,,,,,
1930,-76.15141923,43.01002285,1305100900,20000,Lead,Syracuse Lead Project,3.12E+25,639 Ballantyne Rd,,,,,,,,,
1920,-76.15137295,43.02352847,1961105900,20000,Lead,Syracuse Lead Project,3.12E+25,1522 Midland Ave,,,,,,,,,
1900,-76.15136528,43.07106591,120000500,20000,Lead,Syracuse Lead Project,3.12E+25,113 Culbert St,,,,,,,,,
1900,-76.15136346,43.06272093,356000200,20000,Lead,Syracuse Lead Project,3.12E+25,103 Mary St,,,,,,,,,
1900,-76.15136066,43.01407932,1367004500,20000,Lead,Syracuse Lead Project,3.12E+25,420 Ostrander Ave W,,,,,,,,,
1930,-76.15134358,43.05935575,391100800,20000,Lead,Syracuse Lead Project,3.12E+25,819 Townsend St N,,,,,,,,,
1900,-76.15129177,43.06281727,356000300,20000,Lead,Syracuse Lead Project,3.12E+25,105 Mary St,,,,,,,,,
1920,-76.15128759,43.02530054,1961103500,20000,Lead,Syracuse Lead Project,3.12E+25,1411 Midland Ave,,,,,,,,,
1957,-76.15128654,42.99802431,1316010500,20000,Lead,Syracuse Lead Project,3.12E+25,117 Chaffee Ave E,,,,,,,,,
1930,-76.15128167,43.06531981,368007300,20000,Lead,Syracuse Lead Project,3.12E+25,1125 Park Ave,,,,,,,,,
1950,-76.15125648,42.99252732,1301104600,20000,Lead,Syracuse Lead Project,3.12E+25,401 Academy Pl,,,,,,,,,
1958,-76.15121852,42.99210325,1301104800,20000,Lead,Syracuse Lead Project,3.12E+25,417 Academy Pl,,,,,,,,,
1925,-76.15121733,43.01334988,1367003000,20000,Lead,Syracuse Lead Project,3.12E+25,417 Ostrander Ave W,,,,,,,,,
,-76.15119679,43.07381998,134003400,20000,Lead,Syracuse Lead Project,3.12E+25,2517-19 Grant Blvd,,,,,,,,,
1910,-76.15113189,43.02520848,1961103700,20000,Lead,Syracuse Lead Project,3.12E+25,1415 Midland Ave,,,,,,,,,
1910,-76.15111369,43.06946609,150103200,20000,Lead,Syracuse Lead Project,3.12E+25,120 Lawrence St,,,,,,,,,
1865,-76.15110934,43.06093523,358001900,20000,Lead,Syracuse Lead Project,3.12E+25,1017 McBride St N,,,,,,,,,
1910,-76.15110086,43.02796506,1859001700,20000,Lead,Syracuse Lead Project,3.12E+25,246 McLennan Ave,,,,,,,,,
1920,-76.15106511,43.02007814,1911103600,20000,Lead,Syracuse Lead Project,3.12E+25,316 Brighton Ave W,,,,,,,,,
1926,-76.15106179,43.0094918,1319101000,20000,Lead,Syracuse Lead Project,3.12E+25,126 Coral Ave,,,,,,,,,
1850,-76.15104315,43.05898824,391100400,20000,Lead,Syracuse Lead Project,3.12E+25,811 Townsend St N,,,,,,,,,
1915,-76.15102674,43.00937947,1319101100,20000,Lead,Syracuse Lead Project,3.12E+25,130 Coral Ave,,,,,,,,,
1920,-76.15102228,43.02463356,1961104200,20000,Lead,Syracuse Lead Project,3.12E+25,1435-37 Midland Ave,,,,,,,,,
1900,-76.15098238,43.05890624,391100300,20000,Lead,Syracuse Lead Project,3.12E+25,809 Townsend St N,,,,,,,,,
1932,-76.15096012,43.07695521,129000400,20000,Lead,Syracuse Lead Project,3.12E+25,116 Fordland Ave,,,,,,,,,
1900,-76.15095785,43.06326505,356000600,20000,Lead,Syracuse Lead Project,3.12E+25,125 Mary St,,,,,,,,,
1900,-76.15095037,43.07162195,120001200,20000,Lead,Syracuse Lead Project,3.12E+25,127 Culbert St,,,,,,,,,
1900,-76.15092862,43.08157842,151015101,20000,Lead,Syracuse Lead Project,3.12E+25,1416 Lemoyne Ave,,,,,,,,,
1922,-76.15089034,43.02479193,1961104100,20000,Lead,Syracuse Lead Project,3.12E+25,1433 Midland Ave,,,,,,,,,
1930,-76.15087678,43.073802,134003200,20000,Lead,Syracuse Lead Project,3.12E+25,2511 Grant Blvd,,,,,,,,,
1955,-76.15087051,42.99303859,1365100801,20000,Lead,Syracuse Lead Project,3.12E+25,116 Norman Ave,,,,,,,,,
1910,-76.15084947,43.06963168,128000900,20000,Lead,Syracuse Lead Project,3.12E+25,717 First North St,,,,,,,,,
1955,-76.15081648,43.00870547,1319102200,20000,Lead,Syracuse Lead Project,3.12E+25,218 Coral Ave,,,,,,,,,
1921,-76.15075424,43.01411879,1367004100,20000,Lead,Syracuse Lead Project,3.12E+25,404 Ostrander Ave W,,,,,,,,,
1930,-76.15071565,43.08254876,151015700,20000,Lead,Syracuse Lead Project,3.12E+25,1513 Lemoyne Ave,,,,,,,,,
1920,-76.15071303,43.06598666,387001200,20000,Lead,Syracuse Lead Project,3.12E+25,126 Strand Pl,,,,,,,,,
1920,-76.15071289,43.07562493,161000900,20000,Lead,Syracuse Lead Project,3.12E+25,102 Michaels Ave,,,,,,,,,
1932,-76.15063543,43.00993476,1319100101,20000,Lead,Syracuse Lead Project,3.12E+25,115 Coral Ave,,,,,,,,,
1910,-76.15062717,43.02654202,1910202800,20000,Lead,Syracuse Lead Project,3.12E+25,251 Borden Ave W,,,,,,,,,
1920,-76.15062185,43.01412736,1367004000,20000,Lead,Syracuse Lead Project,3.12E+25,400 Ostrander Ave W,,,,,,,,,
1920,-76.15060521,43.01736071,1364002700,20000,Lead,Syracuse Lead Project,3.12E+25,342-44 Newell St W,,,,,,,,,
1915,-76.15059728,43.01357438,1367002500,20000,Lead,Syracuse Lead Project,3.12E+25,401 Ostrander Ave W,,,,,,,,,
1890,-76.15058329,43.01686178,1364001100,20000,Lead,Syracuse Lead Project,3.12E+25,345 Newell St W,,,,,,,,,
1910,-76.15057214,43.06924859,150102700,20000,Lead,Syracuse Lead Project,3.12E+25,110 Lawrence St,,,,,,,,,
1922,-76.15055049,43.02449746,1918104600,20000,Lead,Syracuse Lead Project,3.12E+25,422 Colvin St W,,,,,,,,,
1897,-76.15049522,43.01438085,1372001100,20000,Lead,Syracuse Lead Project,3.12E+25,353 Primrose Ave,,,,,,,,,
1920,-76.15048765,43.01852994,1350000600,20000,Lead,Syracuse Lead Project,3.12E+25,341 Lafayette Ave W,,,,,,,,,
1930,-76.15048332,43.07715328,181100200,20000,Lead,Syracuse Lead Project,3.12E+25,123 Seventh North St,,,,,,,,,
1925,-76.15044758,43.06108811,358002800,20000,Lead,Syracuse Lead Project,3.12E+25,1014 McBride St N,,,,,,,,,
1920,-76.15038458,43.03037806,1847101400,20000,Lead,Syracuse Lead Project,3.12E+25,154 Kennedy St W,,,,,,,,,
1925,-76.15034881,43.01439066,1372001000,20000,Lead,Syracuse Lead Project,3.12E+25,349 Primrose Ave,,,,,,,,,
1930,-76.15033768,43.01852823,1350000500,20000,Lead,Syracuse Lead Project,3.12E+25,337 Lafayette Ave W,,,,,,,,,
1930,-76.15030283,43.06735474,371003400,20000,Lead,Syracuse Lead Project,3.12E+25,610 Pond St,,,,,,,,,
1920,-76.15024627,43.01571488,1314002100,20000,Lead,Syracuse Lead Project,3.12E+25,342 Calthrop Ave W,,,,,,,,,
1900,-76.15023984,43.06489543,368006500,20000,Lead,Syracuse Lead Project,3.12E+25,1109 Park St,,,,,,,,,
1920,-76.15023214,43.02228411,1961107600,20000,Lead,Syracuse Lead Project,3.12E+25,1703 Midland Ave,,,,,,,,,
1915,-76.15021535,43.01522726,1314001000,20000,Lead,Syracuse Lead Project,3.12E+25,343 Calthrop Ave W,,,,,,,,,
1940,-76.15021376,43.06162927,353003700,20000,Lead,Syracuse Lead Project,3.12E+25,1610 Lodi St,,,,,,,,,
1920,-76.1501942,43.06687122,315008900,20000,Lead,Syracuse Lead Project,3.12E+25,532 Carbon St,,,,,,,,,
1900,-76.15013666,43.06541446,368008300,20000,Lead,Syracuse Lead Project,3.12E+25,1114 Park St,,,,,,,,,
1910,-76.15009523,43.07339522,148011501,20000,Lead,Syracuse Lead Project,3.12E+25,938-40 Kirkpatrick St,,,,,,,,,
1940,-76.15005016,43.01440299,1372000800,20000,Lead,Syracuse Lead Project,3.12E+25,341 Primrose Ave,,,,,,,,,
1900,-76.14997815,43.06478882,368006300,20000,Lead,Syracuse Lead Project,3.12E+25,1105 Park St,,,,,,,,,
1920,-76.14997233,43.01605221,1370100700,20000,Lead,Syracuse Lead Project,3.12E+25,315 Pleasant Ave W,,,,,,,,,
1910,-76.14995766,43.02671248,1910202402,20000,Lead,Syracuse Lead Project,3.12E+25,233 Borden Ave W,,,,,,,,,
1900,-76.14989439,43.02827242,1859001000,20000,Lead,Syracuse Lead Project,3.12E+25,210 McLennan Ave,,,,,,,,,
,-76.14986932,43.06209307,322005900,20000,Lead,Syracuse Lead Project,3.12E+25,610 Division St E,,,,,,,,,
1900,-76.14985205,43.0692731,171003400,20000,Lead,Syracuse Lead Project,3.12E+25,739-41 Pond St,,,,,,,,,
1920,-76.14982395,43.02554169,1956000200,20000,Lead,Syracuse Lead Project,3.12E+25,105 Mark Ave,,,,,,,,,
1910,-76.14979895,43.01574097,1314001800,20000,Lead,Syracuse Lead Project,3.12E+25,330-32 Calthrop Ave W,,,,,,,,,
1920,-76.14978095,43.02513382,1956000400,20000,Lead,Syracuse Lead Project,3.12E+25,113-15 Mark Ave,,,,,,,,,
1900,-76.1497736,43.02125976,1961108600,20000,Lead,Syracuse Lead Project,3.12E+25,1821 Midland Ave,,,,,,,,,
1918,-76.14975552,43.06163164,345000100,20000,Lead,Syracuse Lead Project,3.12E+25,105 John St,,,,,,,,,
1920,-76.1497445,43.02585482,1907102300,20000,Lead,Syracuse Lead Project,3.12E+25,215 Beard Ave W,,,,,,,,,
1910,-76.14973883,43.02857175,1850001100,20000,Lead,Syracuse Lead Project,3.12E+25,200-02 Landon Ave,,,,,,,,,
1920,-76.14972232,43.02207364,1994005200,20000,Lead,Syracuse Lead Project,3.12E+25,370 Warner Ave,,,,,,,,,
1930,-76.14971563,43.0174459,1364002000,20000,Lead,Syracuse Lead Project,3.12E+25,322 Newell St W,,,,,,,,,
1920,-76.1497017,43.02317872,1927001000,20000,Lead,Syracuse Lead Project,3.12E+25,159-61 Fage Ave,,,,,,,,,
1900,-76.14968984,43.02846794,1850001000,20000,Lead,Syracuse Lead Project,3.12E+25,204 Landon Ave,,,,,,,,,
1918,-76.14966261,43.02418117,1918103000,20000,Lead,Syracuse Lead Project,3.12E+25,353-55 Colvin St W,,,,,,,,,
1921,-76.14964472,43.01409159,1367001800,20000,Lead,Syracuse Lead Project,3.12E+25,330 Ostrander Ave W,,,,,,,,,
1910,-76.14962047,43.02373641,1927002800,20000,Lead,Syracuse Lead Project,3.12E+25,152-54 Fage Ave,,,,,,,,,
1868,-76.14957269,43.0624917,322006400,20000,Lead,Syracuse Lead Project,3.12E+25,620 Division St E,,,,,,,,,
1920,-76.1495649,43.02589346,1907102200,20000,Lead,Syracuse Lead Project,3.12E+25,213 Beard Ave W,,,,,,,,,
1920,-76.14956427,43.08325048,151016700,20000,Lead,Syracuse Lead Project,3.12E+25,1555-57 Lemoyne Ave,,,,,,,,,
1890,-76.14952726,43.01609066,1370100400,20000,Lead,Syracuse Lead Project,3.12E+25,309 Pleasant Ave W,,,,,,,,,
1890,-76.1495234,43.01696677,1364000300,20000,Lead,Syracuse Lead Project,3.12E+25,319 Newell St W,,,,,,,,,
1920,-76.14950286,43.01409729,1367001700,20000,Lead,Syracuse Lead Project,3.12E+25,328 Ostrander Ave W,,,,,,,,,
1930,-76.149457,43.06264717,322006600,20000,Lead,Syracuse Lead Project,3.12E+25,624 Division St E,,,,,,,,,
1937,-76.14941847,43.01661233,1370101300,20000,Lead,Syracuse Lead Project,3.12E+25,304 Pleasant Ave W,,,,,,,,,
1930,-76.14940176,43.0223833,1927101300,20000,Lead,Syracuse Lead Project,3.12E+25,161-63 Fernwood Ave,,,,,,,,,
1920,-76.14932798,43.07887433,156101000,20000,Lead,Syracuse Lead Project,3.12E+25,153 Martin St,,,,,,,,,
1910,-76.14932078,43.06709886,338000800,20000,Lead,Syracuse Lead Project,3.12E+25,110 Herbert St,,,,,,,,,
1890,-76.14931915,43.02789209,1959000800,20000,Lead,Syracuse Lead Project,3.12E+25,201 McLennan Ave,,,,,,,,,
1910,-76.14930188,43.06384806,322005000,20000,Lead,Syracuse Lead Project,3.12E+25,649 Division St E,,,,,,,,,
1920,-76.14928298,43.02214567,1994004900,20000,Lead,Syracuse Lead Project,3.12E+25,356 Warner Ave,,,,,,,,,
1920,-76.14923019,43.0639444,322005100,20000,Lead,Syracuse Lead Project,3.12E+25,651 Division St E,,,,,,,,,
1900,-76.14922768,43.01607879,1370100200,20000,Lead,Syracuse Lead Project,3.12E+25,305 Pleasant Ave E,,,,,,,,,
1909,-76.14922644,43.06234265,345001000,20000,Lead,Syracuse Lead Project,3.12E+25,123 John St,,,,,,,,,
1880,-76.14922382,43.06296053,322006900,20000,Lead,Syracuse Lead Project,3.12E+25,632 Division St E,,,,,,,,,
1920,-76.14920568,43.02597073,1907102000,20000,Lead,Syracuse Lead Project,3.12E+25,209 Beard Ave W,,,,,,,,,
1890,-76.14914903,43.02892356,1848100600,20000,Lead,Syracuse Lead Project,3.12E+25,117 Kirk Ave,,,,,,,,,
,-76.1491394,43.05978334,358001300,20000,Lead,Syracuse Lead Project,3.12E+25,914.5 McBride St N,,,,,,,,,
1920,-76.14911471,43.07667407,319000100,20000,Lead,Syracuse Lead Project,3.12E+25,1242-44 Court St,,,,,,,,,
1915,-76.14908699,43.02244727,1927101100,20000,Lead,Syracuse Lead Project,3.12E+25,151-53 Fernwood Dr,,,,,,,,,
1910,-76.1490586,43.01411517,1367001400,20000,Lead,Syracuse Lead Project,3.12E+25,316 Ostrander Ave W,,,,,,,,,
1920,-76.1490295,43.01362845,1367000300,20000,Lead,Syracuse Lead Project,3.12E+25,317 Ostrander Ave W,,,,,,,,,
1930,-76.14902635,43.06442312,368005100,20000,Lead,Syracuse Lead Project,3.12E+25,1011 Park St,,,,,,,,,
1890,-76.14902566,43.0149014,1372001300,20000,Lead,Syracuse Lead Project,3.12E+25,312 Primrose Ave,,,,,,,,,
1915,-76.14901917,43.01538849,1314000200,20000,Lead,Syracuse Lead Project,3.12E+25,311 Calthrop Ave W,,,,,,,,,
1932,-76.14901625,43.07735285,119011500,20000,Lead,Syracuse Lead Project,3.12E+25,1319 Court St,,,,,,,,,
1910,-76.14901133,43.06163929,345003300,20000,Lead,Syracuse Lead Project,3.12E+25,112 John St,,,,,,,,,
1900,-76.14900491,43.01444614,1372000100,20000,Lead,Syracuse Lead Project,3.12E+25,313 Primrose Ave,,,,,,,,,
1920,-76.14896484,43.02569961,1998003800,20000,Lead,Syracuse Lead Project,3.12E+25,130 Wood Ave,,,,,,,,,
1900,-76.14895204,43.01654273,1361002000,20000,Lead,Syracuse Lead Project,3.12E+25,2332 Midland Ave,,,,,,,,,
,-76.14894284,43.02247657,1927101000,20000,Lead,Syracuse Lead Project,3.12E+25,149 Fernwood Ave,,,,,,,,,
1920,-76.14891189,43.02076179,1929001400,20000,Lead,Syracuse Lead Project,3.12E+25,169 Forest Ave,,,,,,,,,
1924,-76.14889934,43.02387027,1927002300,20000,Lead,Syracuse Lead Project,3.12E+25,134 Fage Ave,,,,,,,,,
1910,-76.14889175,43.0159078,1361002400,20000,Lead,Syracuse Lead Project,3.12E+25,2420 Midland Ave,,,,,,,,,
1920,-76.14888151,43.07339481,134001500,20000,Lead,Syracuse Lead Project,3.12E+25,2359 Grant Blvd,,,,,,,,,
1948,-76.14884456,43.02221754,1994004600,20000,Lead,Syracuse Lead Project,3.12E+25,344 Warner Ave,,,,,,,,,
1925,-76.14884347,43.02436871,1918102500,20000,Lead,Syracuse Lead Project,3.12E+25,331 Colvin St W,,,,,,,,,
1900,-76.14883759,43.01528146,1361002800,20000,Lead,Syracuse Lead Project,3.12E+25,2500-02 Midland Ave,,,,,,,,,
1922,-76.14876505,43.0192169,1450106700,20000,Lead,Syracuse Lead Project,3.12E+25,278 Lafayette Ave W,,,,,,,,,
1900,-76.14875804,43.06297209,345001700,20000,Lead,Syracuse Lead Project,3.12E+25,139 John St,,,,,,,,,
1920,-76.14873772,43.01413012,1361003700,20000,Lead,Syracuse Lead Project,3.12E+25,2616-18 Midland Ave,,,,,,,,,
1900,-76.14872946,43.01823968,1461001100,20000,Lead,Syracuse Lead Project,3.12E+25,2131 Midland Ave,,,,,,,,,
1900,-76.14870469,43.02659001,1907102600,20000,Lead,Syracuse Lead Project,3.12E+25,200 Beard Ave W,,,,,,,,,
1900,-76.1486859,43.06148194,304003600,20000,Lead,Syracuse Lead Project,3.12E+25,601 Ash St,,,,,,,,,
1930,-76.14866145,43.06075565,353001800,20000,Lead,Syracuse Lead Project,3.12E+25,1436 Lodi St,,,,,,,,,
1918,-76.14863896,43.06313211,345001900,20000,Lead,Syracuse Lead Project,3.12E+25,143 John St,,,,,,,,,
1880,-76.1486014,43.02860185,1859000400,20000,Lead,Syracuse Lead Project,3.12E+25,132 McLennan Ave,,,,,,,,,
1928,-76.14857982,43.06321159,345002000,20000,Lead,Syracuse Lead Project,3.12E+25,145 John St,,,,,,,,,
1925,-76.14857544,43.02393789,1927002100,20000,Lead,Syracuse Lead Project,3.12E+25,122-24 Fage Ave,,,,,,,,,
1920,-76.14855073,43.02177585,1994003100,20000,Lead,Syracuse Lead Project,3.12E+25,341 Warner Ave,,,,,,,,,
1910,-76.14852067,43.06329107,345002100,20000,Lead,Syracuse Lead Project,3.12E+25,147 John St,,,,,,,,,
1860,-76.14846117,43.06398537,322008100,20000,Lead,Syracuse Lead Project,3.12E+25,658 Division St E,,,,,,,,,
1930,-76.14845782,43.06620655,315007900,20000,Lead,Syracuse Lead Project,3.12E+25,502 Carbon St,,,,,,,,,
1910,-76.14845061,43.07767111,119011800,20000,Lead,Syracuse Lead Project,3.12E+25,1339 Court St,,,,,,,,,
1900,-76.14844154,43.05743743,950101400,20000,Lead,Syracuse Lead Project,3.12E+25,410 Laurel St E,,,,,,,,,
1920,-76.14841959,43.02448606,1918102300,20000,Lead,Syracuse Lead Project,3.12E+25,317-319 Colvin St W,,,,,,,,,
1912,-76.14840297,43.06344924,345002300,20000,Lead,Syracuse Lead Project,3.12E+25,151 John St,,,,,,,,,
1900,-76.14839834,43.0261444,1907101600,20000,Lead,Syracuse Lead Project,3.12E+25,201 Beard Ave W,,,,,,,,,
1910,-76.14836071,43.0625136,345004400,20000,Lead,Syracuse Lead Project,3.12E+25,134 John St,,,,,,,,,
1915,-76.14835542,43.01874009,1450105200,20000,Lead,Syracuse Lead Project,3.12E+25,267 Lafayette Ave W,,,,,,,,,
1935,-76.14832341,43.07885935,156102300,20000,Lead,Syracuse Lead Project,3.12E+25,134 Martin St,,,,,,,,,
1920,-76.14831694,43.02341476,1927000300,20000,Lead,Syracuse Lead Project,3.12E+25,121 Fage Ave,,,,,,,,,
1910,-76.14827541,43.0218164,1994002900,20000,Lead,Syracuse Lead Project,3.12E+25,333 Warner Ave,,,,,,,,,
1920,-76.14827191,43.07620799,341005300,20000,Lead,Syracuse Lead Project,3.12E+25,279-81 Hood Ave,,,,,,,,,
1920,-76.14824605,43.02395169,1927001700,20000,Lead,Syracuse Lead Project,3.12E+25,114-16 Fage Ave,,,,,,,,,
1930,-76.14824132,43.02909669,1848100100,20000,Lead,Syracuse Lead Project,3.12E+25,107 Kirk Ave,,,,,,,,,
1915,-76.14823387,43.01875596,1450105100,20000,Lead,Syracuse Lead Project,3.12E+25,265 Lafayette Ave W,,,,,,,,,
1915,-76.14823387,43.01875596,1450105100,20000,Lead,Syracuse Lead Project,3.12E+25,265 Lafayette Ave W,,,,,,,,,
1924,-76.1482098,43.01979172,1411202200,20000,Lead,Syracuse Lead Project,3.12E+25,245 Brighton Ave W,,,,,,,,,
1910,-76.14819553,43.06213668,304004800,20000,Lead,Syracuse Lead Project,3.12E+25,701 Ash St,,,,,,,,,
1890,-76.14819312,43.02773675,1910201400,20000,Lead,Syracuse Lead Project,3.12E+25,122 Borden Ave W,,,,,,,,,
1924,-76.14818963,43.01577688,1461002701,20000,Lead,Syracuse Lead Project,3.12E+25,2429 Midland Ave,,,,,,,,,
2010,-76.14816113,43.00461952,1361011200,20000,Lead,Syracuse Lead Project,3.12E+25,3624 Midland Ave,,,,,,,,,
1918,-76.14804181,43.06086917,345101100,20000,Lead,Syracuse Lead Project,3.12E+25,125 Josephine St,,,,,,,,,
,-76.14803506,43.06051781,353001400,20000,Lead,Syracuse Lead Project,3.12E+25,1420 Lodi St,,,,,,,,,
1890,-76.14801646,43.02778173,1910201300,20000,Lead,Syracuse Lead Project,3.12E+25,118 Borden Ave W,,,,,,,,,
1900,-76.147995,43.06830486,320101600,20000,Lead,Syracuse Lead Project,3.12E+25,307 Curtis St,,,,,,,,,
1900,-76.14796602,43.02683615,1907101300,20000,Lead,Syracuse Lead Project,3.12E+25,138 Beard Ave W,,,,,,,,,
1857,-76.14793699,43.05825692,958105700,20000,Lead,Syracuse Lead Project,3.12E+25,802 McBride St N,,,,,,,,,
1930,-76.14793365,43.06082548,345101000,20000,Lead,Syracuse Lead Project,3.12E+25,123 Josephine St,,,,,,,,,
1910,-76.14791278,43.01317128,1461004600,20000,Lead,Syracuse Lead Project,3.12E+25,2727 Midland Ave,,,,,,,,,
1910,-76.14790281,43.01937551,1450106100,20000,Lead,Syracuse Lead Project,3.12E+25,246 Lafayette Ave W,,,,,,,,,
1910,-76.14788755,43.0149322,1472002700,20000,Lead,Syracuse Lead Project,3.12E+25,262 Primrose Ave,,,,,,,,,
1920,-76.14787976,43.02352803,1927000100,20000,Lead,Syracuse Lead Project,3.12E+25,111 Fage Ave,,,,,,,,,
1900,-76.14784104,43.01879478,1450104800,20000,Lead,Syracuse Lead Project,3.12E+25,253 Lafayette Ave E,,,,,,,,,
1910,-76.14783425,43.06322106,345005000,20000,Lead,Syracuse Lead Project,3.12E+25,152 John St,,,,,,,,,
1895,-76.1478255,43.0607818,345100900,20000,Lead,Syracuse Lead Project,3.12E+25,121 Josephine St,,,,,,,,,
1922,-76.14769776,43.02084875,1929000401,20000,Lead,Syracuse Lead Project,3.12E+25,131 Forest Ave,,,,,,,,,
1920,-76.14768532,43.02270634,1927100100,20000,Lead,Syracuse Lead Project,3.12E+25,115-17 Fernwwod Ave,,,,,,,,,
1890,-76.14767536,43.02044913,1911102200,20000,Lead,Syracuse Lead Project,3.12E+25,224 Brighton Ave W,,,,,,,,,
1924,-76.14764721,43.07753047,319000800,20000,Lead,Syracuse Lead Project,3.12E+25,1400 Court St,,,,,,,,,
1915,-76.1476407,43.0180218,1419205900,20000,Lead,Syracuse Lead Project,3.12E+25,241 Corning Ave W,,,,,,,,,
,-76.14763437,43.07281669,134000500,20000,Lead,Syracuse Lead Project,3.12E+25,2317-19 Grant Blvd,,,,,,,,,
1950,-76.14757594,43.08390535,137004000,20000,Lead,Syracuse Lead Project,3.12E+25,361 Harford Rd,,,,,,,,,
1958,-76.14755059,42.9928193,1428103100,20000,Lead,Syracuse Lead Project,3.12E+25,184 Fiscoe Ave,,,,,,,,,
1900,-76.14754156,43.02144132,1929001900,20000,Lead,Syracuse Lead Project,3.12E+25,120 Forest Ave,,,,,,,,,
1920,-76.14747906,43.01534111,1414205300,20000,Lead,Syracuse Lead Project,3.12E+25,269 Calthrop Ave W,,,,,,,,,
1920,-76.14745495,43.02782883,1910201000,20000,Lead,Syracuse Lead Project,3.12E+25,106 Borden Ave W,,,,,,,,,
