YearBuilt,lat,lon,PNUMBR,DollarAmount,Program,Activity,TAXID,Full Address,,,,,,,,,
1900,-76.16731841,43.03352828,1155001600,20000,Lead,Syracuse Lead Project,3.12E+25,118 Malcolm St,,,,,,,,,
1930,-76.16726944,43.02009346,1332206900,20000,Lead,Syracuse Lead Project,3.12E+25,400 Glenwood Ave,,,,,,,,,
,-76.16711692,43.04320809,832007900,20000,Lead,Syracuse Lead Project,3.12E+25,554 Gifford St,,,,,,,,,
1915,-76.16710766,43.03588091,1022001500,20000,Lead,Syracuse Lead Project,3.12E+25,217 Delaware St,,,,,,,,,
1920,-76.16708296,43.05233328,268007900,20000,Lead,Syracuse Lead Project,3.12E+25,604 Park Ave,,,,,,,,,
1930,-76.16700242,43.02243522,1318107900,20000,Lead,Syracuse Lead Project,3.12E+25,1727-29 Colvin St W,,,,,,,,,
1924,-76.1668829,43.02289458,1204000500,20000,Lead,Syracuse Lead Project,3.12E+25,117-19 Arlington Ave,,,,,,,,,
1930,-76.1668756,43.0227932,1218003400,20000,Lead,Syracuse Lead Project,3.12E+25,1730-32 Colvin St W,,,,,,,,,
1893,-76.16682622,43.03535045,1028000600,20000,Lead,Syracuse Lead Project,3.12E+25,112 Fitch St,,,,,,,,,
1900,-76.16682433,43.03639913,1022002300,20000,Lead,Syracuse Lead Project,3.12E+25,222 Delaware St,,,,,,,,,
1913,-76.16681385,43.0460702,856007000,20000,Lead,Syracuse Lead Project,3.12E+25,516 Marcellus St,,,,,,,,,
1882,-76.16673213,43.04393593,881002000,20000,Lead,Syracuse Lead Project,3.12E+25,334 Seneca St,,,,,,,,,
1925,-76.16672205,43.02066011,1304103100,20000,Lead,Syracuse Lead Project,3.12E+25,319 Arlington Ave,,,,,,,,,
1927,-76.16670627,43.02044091,1304103300,20000,Lead,Syracuse Lead Project,3.12E+25,325 Arlington Ave,,,,,,,,,
1890,-76.16669674,43.04609883,856006900,20000,Lead,Syracuse Lead Project,3.12E+25,514 Marcellus St,,,,,,,,,
1920,-76.16666927,43.04273007,832005900,20000,Lead,Syracuse Lead Project,3.12E+25,535 Gifford St,,,,,,,,,
1900,-76.16658652,43.03350735,1155000901,20000,Lead,Syracuse Lead Project,3.12E+25,117 Malcolm St,,,,,,,,,
1900,-76.16658652,43.03350735,1155000901,20000,Lead,Syracuse Lead Project,3.12E+25,119-21 Malcolm St,,,,,,,,,
,-76.16647927,43.0338999,1155000600,20000,Lead,Syracuse Lead Project,3.12E+25,111.5 Malcolm St,,,,,,,,,
1915,-76.16647066,43.03444646,1155000100,20000,Lead,Syracuse Lead Project,3.12E+25,101 Malcolm St,,,,,,,,,
1888,-76.16644317,43.03627875,1022002101,20000,Lead,Syracuse Lead Project,3.12E+25,208-10 Delaware St,,,,,,,,,
1925,-76.16640871,43.01960091,1332204900,20000,Lead,Syracuse Lead Project,3.12E+25,313 Glenwood Ave,,,,,,,,,
1925,-76.16640871,43.01960091,1332204900,20000,Lead,Syracuse Lead Project,3.12E+25,313 Glenwood Ave,,,,,,,,,
,-76.1664069,43.04516685,867207000,20000,Lead,Syracuse Lead Project,3.12E+25,514-16 Otisco St,,,,,,,,,
1909,-76.16633086,43.02213146,1388002100,20000,Lead,Syracuse Lead Project,3.12E+25,608 Summit Ave,,,,,,,,,
1900,-76.16623143,43.04563993,856005700,20000,Lead,Syracuse Lead Project,3.12E+25,511 Marcellus St,,,,,,,,,
1920,-76.16622354,43.0206794,1388003300,20000,Lead,Syracuse Lead Project,3.12E+25,708 Summit Ave,,,,,,,,,
1930,-76.16616061,43.05245566,293002200,20000,Lead,Syracuse Lead Project,3.12E+25,306 Van Rensselaer St,,,,,,,,,
1920,-76.16610728,43.05281958,293002500,20000,Lead,Syracuse Lead Project,3.12E+25,312 VanRensselaer St,,,,,,,,,
1930,-76.16609144,43.03913672,1034002300,20000,Lead,Syracuse Lead Project,3.12E+25,156-58 Grace St,,,,,,,,,
1930,-76.16609144,43.03913672,1034002300,20000,Lead,Syracuse Lead Project,3.12E+25,156-58 Grace St,,,,,,,,,
1948,-76.16607912,43.01657022,1327003200,20000,Lead,Syracuse Lead Project,3.12E+25,201 Fairfield Ave,,,,,,,,,
1920,-76.16598968,43.04640473,867100300,20000,Lead,Syracuse Lead Project,3.12E+25,110 Oswego St,,,,,,,,,
1920,-76.16598968,43.04640473,867100300,20000,Lead,Syracuse Lead Project,3.12E+25,110 Oswego St,,,,,,,,,
1900,-76.16592918,43.03719814,1047005400,20000,Lead,Syracuse Lead Project,3.12E+25,307 Kellogg St,,,,,,,,,
0,-76.16592621,43.03607986,1022001200,20000,Lead,Syracuse Lead Project,3.12E+25,136 Holland St,,,,,,,,,
1890,-76.16589787,43.01441564,1354000400,20000,Lead,Syracuse Lead Project,3.12E+25,201 Lynch Ave,,,,,,,,,
1940,-76.16586708,43.04579263,856005400,20000,Lead,Syracuse Lead Project,3.12E+25,505 Marcellus St,,,,,,,,,
,-76.16585375,43.04530195,867206600,20000,Lead,Syracuse Lead Project,3.12E+25,506 Otisco St,,,,,,,,,
1920,-76.16572217,43.02295765,1288004400,20000,Lead,Syracuse Lead Project,3.12E+25,511 Summit Ave,,,,,,,,,
1890,-76.16569897,43.03741718,1047005200,20000,Lead,Syracuse Lead Project,3.12E+25,303 Kellogg St,,,,,,,,,
1890,-76.16565783,43.05151946,268004200,20000,Lead,Syracuse Lead Project,3.12E+25,529-31 Park Ave,,,,,,,,,
,-76.16561327,43.04542402,867101100,20000,Lead,Syracuse Lead Project,3.12E+25,208-10 Oswego St,,,,,,,,,
1895,-76.16557335,43.04653975,867100100,20000,Lead,Syracuse Lead Project,3.12E+25,109 Oswego St,,,,,,,,,
1910,-76.16555807,43.03294015,1267002500,20000,Lead,Syracuse Lead Project,3.12E+25,200 Onondaga Ave,,,,,,,,,
1900,-76.16552587,43.01944304,1332202700,20000,Lead,Syracuse Lead Project,3.12E+25,267 Glenwood Ave,,,,,,,,,
1910,-76.16545503,43.03161425,1267003201,20000,Lead,Syracuse Lead Project,3.12E+25,300 Onondaga Terr,,,,,,,,,
1910,-76.16545123,43.02003695,1332204400,20000,Lead,Syracuse Lead Project,3.12E+25,264 Glenwood Ave,,,,,,,,,
1935,-76.16542088,43.0311747,1267004700,20000,Lead,Syracuse Lead Project,3.12E+25,318 Onondaga Terr,,,,,,,,,
1900,-76.16540952,43.02176744,1303101200,20000,Lead,Syracuse Lead Project,3.12E+25,161 Annetta St,,,,,,,,,
1920,-76.16537788,43.01945039,1332202600,20000,Lead,Syracuse Lead Project,3.12E+25,261-63 Glenwood Ave,,,,,,,,,
1900,-76.16530408,43.05235496,268004900,20000,Lead,Syracuse Lead Project,3.12E+25,516 Park Ave,,,,,,,,,
1900,-76.16527965,43.0510369,296001800,20000,Lead,Syracuse Lead Project,3.12E+25,306 Wilkinson St,,,,,,,,,
1940,-76.16525143,43.03472296,1167000100,20000,Lead,Syracuse Lead Project,3.12E+25,102 Onondaga Ave,,,,,,,,,
1950,-76.16518516,43.01742163,1326102300,20000,Lead,Syracuse Lead Project,3.12E+25,149 Elmwood Ave,,,,,,,,,
1920,-76.16511697,43.03784778,1047003300,20000,Lead,Syracuse Lead Project,3.12E+25,229 Kellogg St,,,,,,,,,
1900,-76.16507602,43.05145841,257000600,20000,Lead,Syracuse Lead Project,3.12E+25,211 Matty Ave,,,,,,,,,
1920,-76.16503874,43.03914367,1034000700,20000,Lead,Syracuse Lead Project,3.12E+25,135 Grace St,,,,,,,,,
1930,-76.16497145,43.02104855,1316101100,20000,Lead,Syracuse Lead Project,3.12E+25,149 Charmouth Dr,,,,,,,,,
1925,-76.16480869,43.02147778,1316102600,20000,Lead,Syracuse Lead Project,3.12E+25,144 Charmouth Dr,,,,,,,,,
1920,-76.16478334,43.02475704,1268102200,20000,Lead,Syracuse Lead Project,3.12E+25,195-97 Parkside Ave,,,,,,,,,
1890,-76.16477618,43.03380223,1267001000,20000,Lead,Syracuse Lead Project,3.12E+25,117 Onondaga Ave,,,,,,,,,
1940,-76.16477089,43.03330914,1267001400,20000,Lead,Syracuse Lead Project,3.12E+25,125 Onondaga Ave,,,,,,,,,
1890,-76.16474818,43.03395834,1267000900,20000,Lead,Syracuse Lead Project,3.12E+25,113-15 Onondaga Ave,,,,,,,,,
1930,-76.16474639,43.02256741,1318106900,20000,Lead,Syracuse Lead Project,3.12E+25,1653 Colvin St W,,,,,,,,,
1925,-76.16474343,43.02221196,1303102102,20000,Lead,Syracuse Lead Project,3.12E+25,142 Annetta St,,,,,,,,,
1930,-76.16466126,43.02177702,1303100801,20000,Lead,Syracuse Lead Project,3.12E+25,139-43 Annetta St,,,,,,,,,
1920,-76.16462641,43.02477049,1268102100,20000,Lead,Syracuse Lead Project,3.12E+25,191 Parkside Ave,,,,,,,,,
1926,-76.1646167,43.03119977,1267003500,20000,Lead,Syracuse Lead Project,3.12E+25,305.5 Onondaga Ave,,,,,,,,,
1920,-76.16458816,43.03085055,1267003800,20000,Lead,Syracuse Lead Project,3.12E+25,311.5 Onondaga Ave,,,,,,,,,
1870,-76.16448889,43.07029434,194102000,20000,Lead,Syracuse Lead Project,3.12E+25,231 Washington Square,,,,,,,,,
1925,-76.16445924,43.02147564,1316102400,20000,Lead,Syracuse Lead Project,3.12E+25,136 Charmouth Dr,,,,,,,,,
1950,-76.16439586,43.03002841,1267004400,20000,Lead,Syracuse Lead Project,3.12E+25,323-29 Onondaga Ave,,,,,,,,,
1810,-76.16438904,43.07039509,194102100,20000,Lead,Syracuse Lead Project,3.12E+25,237 Washington Square,,,,,,,,,
1915,-76.16427611,43.02258865,1318106600,20000,Lead,Syracuse Lead Project,3.12E+25,1639 Colvin St W,,,,,,,,,
1900,-76.16427443,43.03432966,1218101901,20000,Lead,Syracuse Lead Project,3.12E+25,132-34 Coolidge Ave,,,,,,,,,
1930,-76.1642655,43.02178285,1303100500,20000,Lead,Syracuse Lead Project,3.12E+25,131 Annetta St,,,,,,,,,
1925,-76.16420517,43.038536,1047002600,20000,Lead,Syracuse Lead Project,3.12E+25,215 Kellogg St,,,,,,,,,
1925,-76.16418644,43.0171334,1327002100,20000,Lead,Syracuse Lead Project,3.12E+25,114 Fairfield Ave,,,,,,,,,
1920,-76.16417684,43.0314426,1218106200,20000,Lead,Syracuse Lead Project,3.12E+25,300 Coolidge Ave,,,,,,,,,
1920,-76.16412366,43.03056558,1218107000,20000,Lead,Syracuse Lead Project,3.12E+25,332-34 Coolidge Ave,,,,,,,,,
1925,-76.16405579,43.01713889,1327002000,20000,Lead,Syracuse Lead Project,3.12E+25,112 Fairfield Ave,,,,,,,,,
1920,-76.16402988,43.04334463,832004100,20000,Lead,Syracuse Lead Project,3.12E+25,446 Gifford St,,,,,,,,,
1890,-76.16399822,43.05223123,268003300,20000,Lead,Syracuse Lead Project,3.12E+25,410 Park Ave,,,,,,,,,
1920,-76.1639634,43.04089666,1067100801,20000,Lead,Syracuse Lead Project,3.12E+25,717 Oswego St,,,,,,,,,
1926,-76.16395196,43.02346649,1282000300,20000,Lead,Syracuse Lead Project,3.12E+25,107 Shelbourne Pl,,,,,,,,,
1920,-76.16394524,43.02961338,1216001600,20000,Lead,Syracuse Lead Project,3.12E+25,131 Cheney St,,,,,,,,,
1900,-76.16390683,43.07323936,185109600,20000,Lead,Syracuse Lead Project,3.12E+25,1613 Spring St,,,,,,,,,
1929,-76.16387622,43.02394249,1268303600,20000,Lead,Syracuse Lead Project,3.12E+25,215 Parkway Dr,,,,,,,,,
1890,-76.16371709,43.03761103,1040003501,20000,Lead,Syracuse Lead Project,3.12E+25,251 Holland St,,,,,,,,,
1890,-76.16367633,43.05493242,207203700,20000,Lead,Syracuse Lead Project,3.12E+25,802 Belden Ave W,,,,,,,,,
1849,-76.16367078,43.04160048,1082005700,20000,Lead,Syracuse Lead Project,3.12E+25,242 Shonnard St,,,,,,,,,
1925,-76.16363815,43.0244933,1268304100,20000,Lead,Syracuse Lead Project,3.12E+25,204 Parkway Dr,,,,,,,,,
1890,-76.1636362,43.03493904,1218100200,20000,Lead,Syracuse Lead Project,3.12E+25,115 Coolidge Ave,,,,,,,,,
1910,-76.16359549,43.03284184,1218102600,20000,Lead,Syracuse Lead Project,3.12E+25,211 Coolidge Ave,,,,,,,,,
1890,-76.1635864,43.02485964,1268101500,20000,Lead,Syracuse Lead Project,3.12E+25,163 Parkside Ave,,,,,,,,,
1890,-76.16357347,43.01806841,1326103301,20000,Lead,Syracuse Lead Project,3.12E+25,120 Elmwood Ave,,,,,,,,,
1890,-76.16357117,43.02319298,1218002300,20000,Lead,Syracuse Lead Project,3.12E+25,1612 Colvin St W,,,,,,,,,
1920,-76.16349738,43.02963462,1216001300,20000,Lead,Syracuse Lead Project,3.12E+25,125 Cheney St,,,,,,,,,
1922,-76.16348586,43.03125317,1218105000,20000,Lead,Syracuse Lead Project,3.12E+25,309-11 Coolidge Ave,,,,,,,,,
1922,-76.16347723,43.03103513,1218105200,20000,Lead,Syracuse Lead Project,3.12E+25,319 Coolidge Ave,,,,,,,,,
1937,-76.16346849,43.03081434,1218105400,20000,Lead,Syracuse Lead Project,3.12E+25,325 Coolidge Ave,,,,,,,,,
1920,-76.16346384,43.04357004,827005501,20000,Lead,Syracuse Lead Project,3.12E+25,509 Fabius St,,,,,,,,,
1935,-76.16341817,43.03978462,1047001600,20000,Lead,Syracuse Lead Project,3.12E+25,122 Kellogg St,,,,,,,,,
1910,-76.16333812,43.01978646,1332203100,20000,Lead,Syracuse Lead Project,3.12E+25,208 Glenwood Ave,,,,,,,,,
1892,-76.16331602,43.06944732,194100800,20000,Lead,Syracuse Lead Project,3.12E+25,137 Washington Square,,,,,,,,,
1920,-76.16330386,43.02452195,1268303900,20000,Lead,Syracuse Lead Project,3.12E+25,200 Parkway Dr,,,,,,,,,
1900,-76.16327493,43.04288926,1032003901,20000,Lead,Syracuse Lead Project,3.12E+25,437 Gifford St,,,,,,,,,
1850,-76.16326521,43.06785521,207000400,20000,Lead,Syracuse Lead Project,3.12E+25,207 Bear St,,,,,,,,,
1850,-76.16323845,43.06796177,207000500,20000,Lead,Syracuse Lead Project,3.12E+25,209 Bear St,,,,,,,,,
1924,-76.16323537,43.02573305,1226000400,20000,Lead,Syracuse Lead Project,3.12E+25,107 Eloise Terr,,,,,,,,,
1914,-76.16321956,43.02633231,1268200200,20000,Lead,Syracuse Lead Project,3.12E+25,111 Parkview Ave,,,,,,,,,
1925,-76.16319275,43.0214679,1316101600,20000,Lead,Syracuse Lead Project,3.12E+25,100 Charmouth Dr,,,,,,,,,
1850,-76.16317556,43.068046,207000600,20000,Lead,Syracuse Lead Project,3.12E+25,211 Bear St,,,,,,,,,
1920,-76.16314202,43.03438355,1268002300,20000,Lead,Syracuse Lead Project,3.12E+25,138 Palmer Ave,,,,,,,,,
1910,-76.16313556,43.03303794,1207105400,20000,Lead,Syracuse Lead Project,3.12E+25,603 Bellevue Ave,,,,,,,,,
1890,-76.16309231,43.07520016,128010600,20000,Lead,Syracuse Lead Project,3.12E+25,1618 First North St,,,,,,,,,
1890,-76.16307757,43.03275476,1268004300,20000,Lead,Syracuse Lead Project,3.12E+25,214 Palmer Ave,,,,,,,,,
1935,-76.16307512,43.02542965,1268103000,20000,Lead,Syracuse Lead Project,3.12E+25,140 Parkside Ave,,,,,,,,,
1900,-76.16307357,43.03808711,1040003100,20000,Lead,Syracuse Lead Project,3.12E+25,229 Holland St,,,,,,,,,
1900,-76.16306021,43.03231594,1268004700,20000,Lead,Syracuse Lead Project,3.12E+25,228-30 Palmer Ave,,,,,,,,,
1900,-76.16305153,43.03209653,1268004900,20000,Lead,Syracuse Lead Project,3.12E+25,238 Palmer Ave,,,,,,,,,
1900,-76.16302186,43.07363302,198005500,20000,Lead,Syracuse Lead Project,3.12E+25,505 Wolf St,,,,,,,,,
1922,-76.16297557,43.03017668,1268007900,20000,Lead,Syracuse Lead Project,3.12E+25,348 Palmer Ave,,,,,,,,,
1900,-76.16296151,43.04163373,1082005200,20000,Lead,Syracuse Lead Project,3.12E+25,232 Shonnard St,,,,,,,,,
1922,-76.1629539,43.02607006,1226001100,20000,Lead,Syracuse Lead Project,3.12E+25,100 Eloise Terr,,,,,,,,,
1900,-76.1629488,43.03304617,1207105300,20000,Lead,Syracuse Lead Project,3.12E+25,601 Bellevue Ave,,,,,,,,,
1900,-76.1629295,43.02321454,1218001900,20000,Lead,Syracuse Lead Project,3.12E+25,1522 Colvin St W,,,,,,,,,
1920,-76.16290739,43.02573721,1226000200,20000,Lead,Syracuse Lead Project,3.12E+25,103 Eloise Terr,,,,,,,,,
1900,-76.16288067,43.02492012,1268101000,20000,Lead,Syracuse Lead Project,3.12E+25,145 Parkside Ave,,,,,,,,,
1920,-76.162852,43.03891447,1040004300,20000,Lead,Syracuse Lead Project,3.12E+25,202 Holland St,,,,,,,,,
1930,-76.16283519,43.02358696,1207000300,20000,Lead,Syracuse Lead Project,3.12E+25,123 Bellaire Pl,,,,,,,,,
1900,-76.16274911,43.04632492,856001301,20000,Lead,Syracuse Lead Project,3.12E+25,311 Marcellus St,,,,,,,,,
1915,-76.16271525,43.02066171,1320002300,20000,Lead,Syracuse Lead Project,3.12E+25,317-19 Craddock St,,,,,,,,,
1920,-76.16268322,43.038372,1040002700,20000,Lead,Syracuse Lead Project,3.12E+25,215 Holland St,,,,,,,,,
1910,-76.16266506,43.02270749,1318105600,20000,Lead,Syracuse Lead Project,3.12E+25,1515 Colvin St W,,,,,,,,,
1940,-76.16265225,43.07336224,185109300,20000,Lead,Syracuse Lead Project,3.12E+25,1522 Spring St,,,,,,,,,
1920,-76.16263699,43.074355,198006300,20000,Lead,Syracuse Lead Project,3.12E+25,517 Wolf St,,,,,,,,,
1915,-76.16256465,43.03347744,1207105200,20000,Lead,Syracuse Lead Project,3.12E+25,510 Bellevue Ave,,,,,,,,,
1883,-76.16254768,43.05219016,268002600,20000,Lead,Syracuse Lead Project,3.12E+25,304-06 Park Ave,,,,,,,,,
1930,-76.16245861,43.07343313,198006500,20000,Lead,Syracuse Lead Project,3.12E+25,502 Wolf St,,,,,,,,,
1850,-76.16245721,43.06900732,107000100,20000,Lead,Syracuse Lead Project,3.12E+25,307 Bear St,,,,,,,,,
1910,-76.16242103,43.01955236,1332200900,20000,Lead,Syracuse Lead Project,3.12E+25,138-40 Glenwood Ave,,,,,,,,,
1910,-76.162407,43.03141061,1268005400,20000,Lead,Syracuse Lead Project,3.12E+25,307 Palmer Ave,,,,,,,,,
1910,-76.16238223,43.03267551,1268003300,20000,Lead,Syracuse Lead Project,3.12E+25,219 Palmer Ave,,,,,,,,,
1935,-76.16236054,43.03212698,1268003800,20000,Lead,Syracuse Lead Project,3.12E+25,237-39 Palmer Ave,,,,,,,,,
1930,-76.16234494,43.02214508,1317102300,20000,Lead,Syracuse Lead Project,3.12E+25,126 Clyde Ave,,,,,,,,,
1920,-76.16232799,43.03130419,1268005500,20000,Lead,Syracuse Lead Project,3.12E+25,309 Palmer Ave,,,,,,,,,
1924,-76.16232764,43.02546387,1268102500,20000,Lead,Syracuse Lead Project,3.12E+25,120 Parkside Ave,,,,,,,,,
1930,-76.16230658,43.02086394,1317103500,20000,Lead,Syracuse Lead Project,3.12E+25,174-76 Clyde Ave,,,,,,,,,
1941,-76.16229338,43.02160954,1317102800,20000,Lead,Syracuse Lead Project,3.12E+25,146 Clyde Ave,,,,,,,,,
1955,-76.16219651,43.02461686,1268302600,20000,Lead,Syracuse Lead Project,3.12E+25,158 Parkway Dr,,,,,,,,,
1930,-76.16216956,43.01869308,1332200100,20000,Lead,Syracuse Lead Project,3.12E+25,117 Glenwood Ave,,,,,,,,,
1930,-76.16216956,43.01869308,1332200100,20000,Lead,Syracuse Lead Project,3.12E+25,117 Glenwood Ave,,,,,,,,,
1910,-76.16209587,43.0262512,1267007200,20000,Lead,Syracuse Lead Project,3.12E+25,709-11 Onondaga Ave,,,,,,,,,
1925,-76.16209271,43.03877769,1040001000,20000,Lead,Syracuse Lead Project,3.12E+25,155-57 Holland St,,,,,,,,,
1920,-76.16207196,43.04069589,1060000801,20000,Lead,Syracuse Lead Project,3.12E+25,100 Merriman Ave,,,,,,,,,
1900,-76.16204301,43.03497031,1276001600,20000,Lead,Syracuse Lead Project,3.12E+25,204 Rich St,,,,,,,,,
1930,-76.16202008,43.02463198,1268302500,20000,Lead,Syracuse Lead Project,3.12E+25,154-56 Parkway Dr,,,,,,,,,
1920,-76.16195209,43.0249997,1268100400,20000,Lead,Syracuse Lead Project,3.12E+25,119-21 Parkside Ave,,,,,,,,,
1922,-76.16190318,43.01764536,1385007000,20000,Lead,Syracuse Lead Project,3.12E+25,2021 South Ave,,,,,,,,,
1890,-76.16189012,43.0731607,185108901,20000,Lead,Syracuse Lead Project,3.12E+25,1510 Spring St,,,,,,,,,
1890,-76.16184167,43.07303701,185108800,20000,Lead,Syracuse Lead Project,3.12E+25,1508 Spring St,,,,,,,,,
1924,-76.1618268,43.02540172,1267009200,20000,Lead,Syracuse Lead Project,3.12E+25,824-26 Onondaga Ave,,,,,,,,,
1900,-76.16173973,43.03616873,1076000400,20000,Lead,Syracuse Lead Project,3.12E+25,111 Rich St,,,,,,,,,
1900,-76.16173575,43.02228844,1317100300,20000,Lead,Syracuse Lead Project,3.12E+25,123 Clyde Ave,,,,,,,,,
1930,-76.16171277,43.02217977,1317100400,20000,Lead,Syracuse Lead Project,3.12E+25,127 Clyde Ave,,,,,,,,,
1921,-76.16169993,43.02589937,1267007900,20000,Lead,Syracuse Lead Project,3.12E+25,809-11 Onondaga Ave,,,,,,,,,
1920,-76.16164626,43.03985309,1040001600,20000,Lead,Syracuse Lead Project,3.12E+25,118 Holland St,,,,,,,,,
1940,-76.16162516,43.07009664,107001100,20000,Lead,Syracuse Lead Project,3.12E+25,403 Bear St,,,,,,,,,
1850,-76.16149447,43.06934891,107000900,20000,Lead,Syracuse Lead Project,3.12E+25,316-20 Bear St,,,,,,,,,
1928,-76.16137565,43.0246872,1268302100,20000,Lead,Syracuse Lead Project,3.12E+25,136 Parkway Dr,,,,,,,,,
1920,-76.16137201,43.03518822,1276000100,20000,Lead,Syracuse Lead Project,3.12E+25,201 Rich St,,,,,,,,,
1930,-76.16136629,43.02278201,1318104800,20000,Lead,Syracuse Lead Project,3.12E+25,1413 Colvin St W,,,,,,,,,
1900,-76.1612867,43.06585543,288002500,20000,Lead,Syracuse Lead Project,3.12E+25,308 Sunset Ave,,,,,,,,,
1930,-76.1612474,43.02171309,1357302200,20000,Lead,Syracuse Lead Project,3.12E+25,200 May Ave,,,,,,,,,
1920,-76.1612208,43.01171489,1306000900,20000,Lead,Syracuse Lead Project,3.12E+25,116 Barnes Ave,,,,,,,,,
1926,-76.16121222,43.02470121,1268302000,20000,Lead,Syracuse Lead Project,3.12E+25,132-34 Parkway Dr,,,,,,,,,
1900,-76.16116921,43.03649123,1096001000,20000,Lead,Syracuse Lead Project,3.12E+25,121 White St,,,,,,,,,
1925,-76.16114376,43.02265726,1357300700,20000,Lead,Syracuse Lead Project,3.12E+25,100 May Ave,,,,,,,,,
1900,-76.16113341,43.03031693,1276006400,20000,Lead,Syracuse Lead Project,3.12E+25,447 Rich St,,,,,,,,,
1900,-76.16110149,43.02994116,1276006800,20000,Lead,Syracuse Lead Project,3.12E+25,461-63 Rich St,,,,,,,,,
1920,-76.16107698,43.07215829,185107500,20000,Lead,Syracuse Lead Project,3.12E+25,1413 Spring St,,,,,,,,,
1900,-76.16104318,43.03560227,1289002000,20000,Lead,Syracuse Lead Project,3.12E+25,813 Tallman St,,,,,,,,,
1930,-76.16091015,43.02376801,1289100400,20000,Lead,Syracuse Lead Project,3.12E+25,131-33 Temple Pl,,,,,,,,,
1920,-76.16084902,43.03616919,1089001600,20000,Lead,Syracuse Lead Project,3.12E+25,802-04 Tallman St,,,,,,,,,
1910,-76.16083995,43.02834307,1220001001,20000,Lead,Syracuse Lead Project,3.12E+25,217-19 Crescent Ave,,,,,,,,,
1900,-76.16082471,43.03480479,1242102300,20000,Lead,Syracuse Lead Project,3.12E+25,136 Hudson St,,,,,,,,,
1910,-76.16081687,43.07205779,185107300,20000,Lead,Syracuse Lead Project,3.12E+25,1409 Spring St,,,,,,,,,
1929,-76.16081307,43.02542572,1267008700,20000,Lead,Syracuse Lead Project,3.12E+25,845 Onondaga Ave,,,,,,,,,
1905,-76.1608032,43.03425626,1242102800,20000,Lead,Syracuse Lead Project,3.12E+25,156-58 Hudson St,,,,,,,,,
1900,-76.1607946,43.03403684,1242103000,20000,Lead,Syracuse Lead Project,3.12E+25,164-66 Hudson St,,,,,,,,,
1900,-76.16079249,43.01390182,1335100700,20000,Lead,Syracuse Lead Project,3.12E+25,117 Griffin St,,,,,,,,,
1960,-76.16070437,43.00889718,1306002900,20000,Lead,Syracuse Lead Project,3.12E+25,410 Barnes Ave,,,,,,,,,
1920,-76.16064267,43.02486601,1267010200,20000,Lead,Syracuse Lead Project,3.12E+25,922 Onondaga Ave,,,,,,,,,
1960,-76.16061997,43.01132963,1356201300,20000,Lead,Syracuse Lead Project,3.12E+25,151 Marvin Rd,,,,,,,,,
1890,-76.16059887,43.0706247,107002400,20000,Lead,Syracuse Lead Project,3.12E+25,418 Bear St,,,,,,,,,
1930,-76.16047363,43.0716644,107002900,20000,Lead,Syracuse Lead Project,3.12E+25,511 Bear St,,,,,,,,,
1950,-76.16046981,43.01184002,1356202400,20000,Lead,Syracuse Lead Project,3.12E+25,138 Marvin Rd,,,,,,,,,
1956,-76.16035025,43.00791241,1306003400,20000,Lead,Syracuse Lead Project,3.12E+25,516 Barnes Ave,,,,,,,,,
1925,-76.1602779,43.02522614,1267009400,20000,Lead,Syracuse Lead Project,3.12E+25,909 Onondaga Ave,,,,,,,,,
,-76.16022179,43.02930794,1242110000,20000,Lead,Syracuse Lead Project,3.12E+25,424 Rich St,,,,,,,,,
1920,-76.16014877,43.02516731,1267009500,20000,Lead,Syracuse Lead Project,3.12E+25,915 Onondaga Ave,,,,,,,,,
1929,-76.16013238,43.01393109,1335100200,20000,Lead,Syracuse Lead Project,3.12E+25,107 Griffin St,,,,,,,,,
1940,-76.16011145,43.03937365,1067006501,20000,Lead,Syracuse Lead Project,3.12E+25,600-02 Onondaga St W,,,,,,,,,
1920,-76.16005904,43.02248989,1385002400,20000,Lead,Syracuse Lead Project,3.12E+25,1524 South Ave,,,,,,,,,
1925,-76.16005384,43.01032048,1395101100,20000,Lead,Syracuse Lead Project,3.12E+25,149 Wente Terr,,,,,,,,,
1915,-76.16003946,43.01831279,1350006500,20000,Lead,Syracuse Lead Project,3.12E+25,944-46 Lafayette Ave W,,,,,,,,,
1920,-76.16002378,43.02138999,1385003700,20000,Lead,Syracuse Lead Project,3.12E+25,1612-14 South Ave,,,,,,,,,
1915,-76.1600221,43.02402047,1285015300,20000,Lead,Syracuse Lead Project,3.12E+25,1318-20 South Ave,,,,,,,,,
1890,-76.15996064,43.03086725,1242106901,20000,Lead,Syracuse Lead Project,3.12E+25,337 Hudson St,,,,,,,,,
1935,-76.15995427,43.03054849,1242107200,20000,Lead,Syracuse Lead Project,3.12E+25,351-53 Hudson St,,,,,,,,,
1910,-76.15993929,43.01459137,1393103100,20000,Lead,Syracuse Lead Project,3.12E+25,354-56 Valley Dr,,,,,,,,,
1900,-76.15991546,43.06524565,288001401,20000,Lead,Syracuse Lead Project,3.12E+25,212-14 Sunset Ave,,,,,,,,,
1932,-76.15986739,43.01033031,1395101000,20000,Lead,Syracuse Lead Project,3.12E+25,147 Wente Terr,,,,,,,,,
1920,-76.15980801,43.02518056,1285014400,20000,Lead,Syracuse Lead Project,3.12E+25,1224 South Ave,,,,,,,,,
